,0,1,2,3,4,5,STATUS_BE,Prediction
0,5.1518347815726075,-2.214283590649244,-0.3487542818576071,0.2165285203058573,0.19285290979879535,0.032415289552758624,0,0
1,5.15253507162685,-2.381492430879007,0.6247425998450239,0.13496131717991963,-0.07225440050912085,-0.086257209076653,0,0
2,3.2772349155380818,-1.203697052875057,1.388013828869008,0.20629051548937577,-0.8104681037843343,2.4096894464084597,0,0
3,15.076867355422461,26.81486854450471,8.052108529760421,19.47192425244797,13.959227428193403,1.3972029610945038,0,0
4,4.124735075930001,-1.9745156222404459,1.9713594066654663,0.03589509823842438,-0.7634815257777422,1.1343296948086485,0,0
5,4.257214956465698,-1.7750421338285662,0.1668041350066109,0.16443387649180627,-0.24147960140871683,1.1621087894106357,0,0
6,4.734666002534221,-2.271309992601315,2.145820558901168,0.09781168945970378,-0.5714788180661283,0.34149084793397333,0,0
7,3.807091685407305,-1.5681007274033076,1.3989988628328027,0.17262051385086533,-0.6606149194072332,1.6802439899999588,0,0
8,3.402191773876166,-1.0812245165114756,-1.3245549583098692,0.23082642310805213,-0.1436835983920783,2.4526539423104174,0,0
9,3.958593708370625,-1.520912065909837,-0.5482170691575879,0.18759544406969228,-0.16347814297876562,1.6268464357995598,0,0
10,4.786568583187713,-1.9658855060511982,-0.438639007468257,0.23379109695308772,0.10483122220724563,0.5377583576825916,0,0
11,4.615685678286221,-1.2725504730690438,-0.5986093605901636,0.6747385815427013,0.33132126253352295,1.0343561053649786,0,0
12,4.374024631325919,-1.754889711377702,-0.554523545092319,0.199795619114583,-0.021123778201322545,1.078447699384881,0,0
13,3.3324547271902003,-1.1255002943834154,-0.8271348287732178,0.18831912137305637,-0.30223790773715453,2.485338415027704,0,0
14,3.2032451712054577,-1.033552380761043,-0.858088160029799,0.19756298445930973,-0.33181815115126323,2.665862050544664,0,0
15,3.310904209858388,-1.4622331597452944,1.9997109125742563,0.05368862557555075,-1.0227522355502856,2.2317297661562012,0,0
16,3.4028496652767863,-1.3870793417905878,0.7466113784071186,0.09479973203026751,-0.6870948141726375,2.2230942098196347,0,0
17,5.057044445605335,-2.4318062599651817,1.3480813091860873,0.0865455100678597,-0.293449667860857,-0.038860876298231005,0,0
18,4.895697353057228,-2.0948504971931,-0.36381314573297113,0.18927138361018647,0.09837451129914461,0.3604299853722994,1,0
