CLAVE_CLIENTE,CVE_UNIDAD_NEGOCIO,UNIDAD_NEGOCIO,EMISORA_FONDO,DESC_CE_FINANCIERO,SALDO_CLIENTE,TIPO_OPERACION,GENERO,Edad,ENROLADO,FECHA_TRANSACCION
93969301,1,BANCO,ACTIMED,CIUDAD DE MEXICO,10396.63,VENTA,FEMENINO,40.00833333,ENROLADO,13/03/2020
93979748,1,BANCO,SNX,SAN LUIS POTOSI,5748932.726,VENTA,MASCULINO,64.93333333,ENROLADO,13/03/2020
94219938,1,BANCO,ACTIMED,JALISCO,140696.868,COMPRA,FEMENINO,47.49444444,NO ENROLADO,13/03/2020
94369444,1,BANCO,ACTIMED,QUERETARO,2507395.842,VENTA,FEMENINO,79.48611111,NO ENROLADO,13/03/2020
94388584,1,BANCO,CUENTA_EJE,CIUDAD DE MEXICO,171.7,RETIRO,FEMENINO,96.64166667,NO ENROLADO,13/03/2020
94389798,1,BANCO,IMPULSA,CIUDAD DE MEXICO,502798.3795,VENTA,FEMENINO,53.99166667,ENROLADO,13/03/2020
94473683,1,BANCO,ACTIGOB,JALISCO,2563211.698,VENTA,MASCULINO,64.05833333,ENROLADO,13/03/2020
94544574,1,BANCO,IMPULSA,CIUDAD DE MEXICO,54054.03,VENTA,MASCULINO,28.26944444,ENROLADO,13/03/2020
94840873,2,CASA DE BOLSA,EFECTIVO,CIUDAD DE MEXICO,862370.49,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,69.90555556,ENROLADO,13/03/2020
94897444,1,BANCO,ACTIMED,CIUDAD DE MEXICO,284644.98,VENTA,MASCULINO,63.73055556,ENROLADO,13/03/2020
94943073,2,CASA DE BOLSA,ACTIREN   ,MORELIA,4673.54,VENTA                                                                                               ,FEMENINO,17.89444444,ENROLADO,13/03/2020
95080198,1,BANCO,ACTIMED,CIUDAD DE MEXICO,520443.196,COMPRA,FEMENINO,49.05833333,ENROLADO,13/03/2020
95111068,1,BANCO,ALTERNA,CIUDAD DE MEXICO,53179.79727,VENTA,MASCULINO,86.71111111,NO ENROLADO,13/03/2020
95116166,1,BANCO,ACTIMED,TOLUCA,2229.997396,COMPRA,FEMENINO,44.25555556,ENROLADO,13/03/2020
95196192,1,BANCO,OPORT1,JALISCO,8173371.682,COMPRA,MASCULINO,54.61944444,ENROLADO,13/03/2020
95205142,1,BANCO,IMPULSA,JALISCO,215982.6851,VENTA,FEMENINO,67.47222222,ENROLADO,13/03/2020
95272035,1,BANCO,ALTERNA,QUERETARO,165180.1147,VENTA,MASCULINO,27.05277778,ENROLADO,13/03/2020
95487385,1,BANCO,ACTIGOB,JALISCO,855.995776,COMPRA,MASCULINO,44.09166667,ENROLADO,13/03/2020
95547295,1,BANCO,DINAMO,TOLUCA,475789.7619,VENTA,MASCULINO,41.02222222,ENROLADO,13/03/2020
95553830,1,BANCO,ALTERNA,JALISCO,154134.6209,VENTA,FEMENINO,59.34722222,ENROLADO,13/03/2020
95564225,1,BANCO,ACTIREN,CIUDAD DE MEXICO,16632.09387,VENTA,MASCULINO,27.91944444,ENROLADO,13/03/2020
95592267,1,BANCO,ACTIMED,MONTERREY,1105129.801,VENTA,MASCULINO,64.15833333,ENROLADO,13/03/2020
95623070,1,BANCO,ACTIMED,JALISCO,811372.2935,VENTA,MASCULINO,50.58333333,ENROLADO,13/03/2020
95647525,2,CASA DE BOLSA,EFECTIVO,CIUDAD DE MEXICO,3267408.2,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,51.10555556,NO ENROLADO,13/03/2020
95659975,1,BANCO,ACTIMED,CIUDAD DE MEXICO,432847.1855,COMPRA,MASCULINO,66.22222222,ENROLADO,13/03/2020
95716767,1,BANCO,ACTIMED,JALISCO,605084.0789,VENTA,FEMENINO,21.14166667,ENROLADO,13/03/2020
95750733,1,BANCO,ACTIMED,JALISCO,5460394.102,TRASPASO OUT,FEMENINO,49.70555556,ENROLADO,13/03/2020
95763751,1,BANCO,ALTERNA,CIUDAD DE MEXICO,251552.8515,VENTA,FEMENINO,58.23888889,ENROLADO,13/03/2020
95771366,2,CASA DE BOLSA,EFECTIVO,CIUDAD DE MEXICO,308196.95,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,63.63055556,ENROLADO,13/03/2020
95786034,2,CASA DE BOLSA,EFECTIVO,TOLUCA,20483.37,"RET, TRASPASO ENTRE CONTRATOS                                                                       ",FEMENINO,57.75833333,ENROLADO,13/03/2020
95794533,1,BANCO,ACTIMED,JALISCO,79893.5404,VENTA,FEMENINO,42.4,ENROLADO,13/03/2020
95819462,2,CASA DE BOLSA,EFECTIVO,CIUDAD DE MEXICO,179284.5,RETIRO POR PAGO EN VENTANILLA                                                                       ,FEMENINO,40.88611111,ENROLADO,13/03/2020
95899266,1,BANCO,ACTIMED,JALISCO,193881.2114,VENTA,FEMENINO,37.37222222,NO ENROLADO,13/03/2020
95905592,1,BANCO,ALTERNA,CIUDAD DE MEXICO,1137760.334,VENTA,MASCULINO,56.65277778,ENROLADO,13/03/2020
95910436,1,BANCO,ACTIMED,JALISCO,633861.9776,VENTA,FEMENINO,71.23055556,ENROLADO,13/03/2020
96016035,1,BANCO,ACTICOB,TOLUCA,1895034.281,COMPRA,MASCULINO,57.36666667,ENROLADO,13/03/2020
96026687,1,BANCO,ACTIREN,JALISCO,105862.5659,VENTA,FEMENINO,23.66944444,NO ENROLADO,13/03/2020
96143425,2,CASA DE BOLSA,ACTIMED   ,CIUDAD DE MEXICO,58280.33,VENTA                                                                                               ,MASCULINO,38.79444444,ENROLADO,13/03/2020
96157854,2,CASA DE BOLSA,EFECTIVO,CIUDAD DE MEXICO,43279.52,"RET, TRASPASO ENTRE CONTRATOS                                                                       ",FEMENINO,30.65833333,ENROLADO,13/03/2020
96215124,1,BANCO,ACTIGOB,CIUDAD DE MEXICO,500082.9449,COMPRA,FEMENINO,59.81666667,ENROLADO,13/03/2020
90000746,1,BANCO,ACTIMED,CIUDAD DE MEXICO,545855.3052,VENTA,MASCULINO,60.51666667,ENROLADO,13/04/2020
90074485,2,CASA DE BOLSA,EFECTIVO,TOLUCA,2987966.72,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",FEMENINO,50.58055556,NO ENROLADO,13/04/2020
90132507,1,BANCO,ACTIMED,QUERETARO,624616.8859,VENTA,MASCULINO,29.15555556,ENROLADO,13/04/2020
90183146,2,CASA DE BOLSA,EFECTIVO,CIUDAD DE MEXICO,173632.54,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",FEMENINO,46.93611111,NO ENROLADO,13/04/2020
90436015,1,BANCO,ACTIMED,CIUDAD DE MEXICO,478043.1056,VENTA,FEMENINO,50.675,ENROLADO,13/04/2020
90480765,1,BANCO,IMPULSA,JALISCO,50812.08958,VENTA,FEMENINO,72.35,NO ENROLADO,13/04/2020
90543042,1,BANCO,ACTIMED,JALISCO,422542.2613,VENTA,FEMENINO,55.13055556,NO ENROLADO,13/04/2020
90554874,1,BANCO,ACTVIDA,CANCUN,172217.6054,COMPRA,MASCULINO,43.06388889,ENROLADO,13/04/2020
90600107,1,BANCO,IMPULSA,CIUDAD DE MEXICO,4783024.652,VENTA,FEMENINO,53.75,ENROLADO,13/04/2020
90608811,1,BANCO,ACTIMED,CIUDAD DE MEXICO,563933.4578,VENTA,FEMENINO,80.27777778,NO ENROLADO,13/04/2020
90656638,1,BANCO,ACTIMED,HERMOSILLO,1071074.404,VENTA,MASCULINO,38.19722222,ENROLADO,13/04/2020
90819426,1,BANCO,ACTIMED,JALISCO,643278.307,VENTA,FEMENINO,42.71111111,NO ENROLADO,13/04/2020
90877051,1,BANCO,CUENTA_EJE,CIUDAD DE MEXICO,293899.8854,RETIRO,FEMENINO,78.33055556,NO ENROLADO,13/04/2020
90907585,1,BANCO,ACTIMED,AGUASCALIENTES,241644.8049,COMPRA,MASCULINO,32.60277778,ENROLADO,13/04/2020
90928557,1,BANCO,ACTIMED,QUERETARO,390324.5084,VENTA,MASCULINO,37.20833333,ENROLADO,13/04/2020
90941147,1,BANCO,ACTICOB,JALISCO,1403358.647,VENTA,FEMENINO,56.32777778,ENROLADO,13/04/2020
90983461,1,BANCO,ACTIMED,CIUDAD DE MEXICO,335578.8716,VENTA,FEMENINO,45.79166667,ENROLADO,13/04/2020
91215590,1,BANCO,IMPULSA,JALISCO,302115.645,VENTA,MASCULINO,65.48611111,ENROLADO,13/04/2020
91227330,1,BANCO,CUENTA_EJE,CIUDAD DE MEXICO,15061.65,RETIRO,MASCULINO,51.01666667,NO ENROLADO,13/04/2020
91230474,1,BANCO,ACTIMED,TOLUCA,308825.7984,VENTA,MASCULINO,63.92222222,ENROLADO,13/04/2020
91290833,1,BANCO,ACTIREN,JALISCO,338711.2715,COMPRA,MASCULINO,44.92222222,ENROLADO,13/04/2020
91300442,1,BANCO,IMPULSA,CIUDAD DE MEXICO,180746.5446,VENTA,MASCULINO,68.08333333,ENROLADO,13/04/2020
91489187,1,BANCO,ACTICOB,JALISCO,327766.7983,VENTA,FEMENINO,57.58055556,NO ENROLADO,13/04/2020
91565226,1,BANCO,ACTIREN,JALISCO,71340.1559,COMPRA,FEMENINO,46.03888889,NO ENROLADO,13/04/2020
91582254,1,BANCO,ACTIMED,CIUDAD DE MEXICO,178639.216,VENTA,MASCULINO,31.93888889,ENROLADO,13/04/2020
91635391,1,BANCO,CUENTA_EJE,CIUDAD DE MEXICO,459970.4767,RETIRO,MASCULINO,48.60277778,ENROLADO,13/04/2020
91759936,1,BANCO,IMPULSA,JALISCO,105274.9772,VENTA,MASCULINO,36.58333333,NO ENROLADO,13/04/2020
91770370,1,BANCO,ACTIMED,SAN LUIS POTOSI,371985.0243,COMPRA,FEMENINO,45.17777778,NO ENROLADO,13/04/2020
91856906,1,BANCO,CUENTA_EJE,CIUDAD DE MEXICO,494488.4381,RETIRO,FEMENINO,68.71666667,NO ENROLADO,13/04/2020
92009265,1,BANCO,ACTIGOB,CIUDAD DE MEXICO,249316.0452,VENTA,MASCULINO,61.56666667,ENROLADO,13/04/2020
92032689,1,BANCO,IMPULSA,CIUDAD DE MEXICO,299253.4019,COMPRA,MASCULINO,57.92222222,ENROLADO,13/04/2020
92233527,1,BANCO,ACTIMED,CIUDAD DE MEXICO,320863.6635,VENTA,MASCULINO,52.50833333,ENROLADO,13/04/2020
92245430,1,BANCO,ACTIMED,JALISCO,376312.0011,COMPRA,MASCULINO,36.76666667,ENROLADO,13/04/2020
92352459,1,BANCO,ALTERNA,CIUDAD DE MEXICO,528177.7292,VENTA,FEMENINO,59.10555556,NO ENROLADO,13/04/2020
92387117,1,BANCO,ACTIMED,CIUDAD DE MEXICO,141635.3734,VENTA,FEMENINO,71.61666667,ENROLADO,13/04/2020
92387638,1,BANCO,ACTIMED,CIUDAD DE MEXICO,115526.6314,VENTA,FEMENINO,47.58333333,ENROLADO,13/04/2020
92613686,1,BANCO,ACTIPLU,TOLUCA,60745.90117,VENTA,FEMENINO,75.39166667,NO ENROLADO,13/04/2020
92729615,1,BANCO,ACTVIDA,PUEBLA,1357396.159,VENTA,MASCULINO,60.76666667,ENROLADO,13/04/2020
92758879,1,BANCO,ACTIREN,TOLUCA,175878.3988,VENTA,MASCULINO,49.31944444,ENROLADO,13/04/2020
92825710,1,BANCO,IMPULSA,CIUDAD DE MEXICO,392600.2254,COMPRA,FEMENINO,45.58888889,ENROLADO,13/04/2020
92918275,1,BANCO,ACTIMED,JALISCO,325167.9642,VENTA,FEMENINO,49.31111111,ENROLADO,13/04/2020
92960301,1,BANCO,ACTVIDA,CIUDAD DE MEXICO,110926.0346,VENTA,FEMENINO,82.12222222,ENROLADO,13/04/2020
92995935,1,BANCO,IMPULSA,JALISCO,168658.2892,VENTA,MASCULINO,63.02777778,NO ENROLADO,13/04/2020
93005841,1,BANCO,ACTIREN,CIUDAD DE MEXICO,27663.01203,VENTA,MASCULINO,57.44166667,ENROLADO,13/04/2020
93024677,1,BANCO,ACTIMED,CIUDAD DE MEXICO,1149915.412,VENTA,FEMENINO,69.56111111,ENROLADO,13/04/2020
93078749,1,BANCO,ALTERNA,CIUDAD DE MEXICO,10187.43873,VENTA,FEMENINO,32.82222222,ENROLADO,13/04/2020
93145514,1,BANCO,PROTEGE,TOLUCA,807752.1423,VENTA,MASCULINO,36.21944444,ENROLADO,13/04/2020
93184810,1,BANCO,ACTIMED,JALISCO,43665.2832,VENTA,FEMENINO,44.49166667,NO ENROLADO,13/04/2020
93187680,1,BANCO,ACTIGOB,JALISCO,602116.512,COMPRA,MASCULINO,56.225,ENROLADO,13/04/2020
93306587,1,BANCO,ALTERNA,CIUDAD DE MEXICO,10473138.19,VENTA,MASCULINO,49.60833333,ENROLADO,13/04/2020
93323111,1,BANCO,CUENTA_EJE,CIUDAD DE MEXICO,13766.813,RETIRO,MASCULINO,47.375,ENROLADO,13/04/2020
93370872,1,BANCO,PROTEGE,CIUDAD DE MEXICO,223829.1334,VENTA,FEMENINO,59.39722222,ENROLADO,13/04/2020
93515591,1,BANCO,ACTIMED,CIUDAD DE MEXICO,2995969.829,VENTA,MASCULINO,72.34444444,ENROLADO,13/04/2020
93543254,2,CASA DE BOLSA,ACTIREN   ,CIUDAD DE MEXICO,575541.49,COMPRA                                                                                              ,MASCULINO,64.74166667,NO ENROLADO,13/04/2020
93547644,1,BANCO,ALTERNA,CIUDAD DE MEXICO,516687.9167,VENTA,MASCULINO,75.7,NO ENROLADO,13/04/2020
93547925,1,BANCO,IMPULSA,CIUDAD DE MEXICO,361592.0691,VENTA,MASCULINO,58.47777778,ENROLADO,13/04/2020
93548717,2,CASA DE BOLSA,EFECTIVO,CIUDAD DE MEXICO,154509861,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,73.22777778,ENROLADO,13/04/2020
93549426,1,BANCO,ACTIG+,JALISCO,157984.93,VENTA,MASCULINO,68.35833333,ENROLADO,13/04/2020
93552644,1,BANCO,ACTVIDA,JALISCO,292592.1544,VENTA,FEMENINO,79.20833333,NO ENROLADO,13/04/2020
93556439,2,CASA DE BOLSA,ACTIREN   ,CIUDAD DE MEXICO,2250.28,VENTA                                                                                               ,MASCULINO,46.3,ENROLADO,13/04/2020
93557841,1,BANCO,ACTIMED,JALISCO,53143.03208,VENTA,FEMENINO,40.21388889,NO ENROLADO,13/04/2020
93561538,1,BANCO,ACTIMED,JALISCO,369583.8595,COMPRA,FEMENINO,36.93611111,ENROLADO,13/04/2020
93593523,1,BANCO,CUENTA_EJE,CIUDAD DE MEXICO,22706.36454,RETIRO,FEMENINO,34.78611111,ENROLADO,13/04/2020
93610103,2,CASA DE BOLSA,MAXIMO    ,MONTERREY,4943346.297,COMPRA                                                                                              ,MASCULINO,72.88333333,NO ENROLADO,13/04/2020
93633147,1,BANCO,CUENTA_EJE,JALISCO,0,RETIRO,FEMENINO,45.38611111,NO ENROLADO,13/04/2020
93651404,1,BANCO,ACTIGOB,JALISCO,1116022.107,COMPRA,FEMENINO,69.66111111,ENROLADO,13/04/2020
93651420,1,BANCO,CUENTA_EJE,CIUDAD DE MEXICO,1492885.353,RETIRO,MASCULINO,78.79166667,ENROLADO,13/04/2020
93669349,2,CASA DE BOLSA,EFECTIVO,CIUDAD DE MEXICO,9661332.554,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,54.42222222,ENROLADO,13/04/2020
93708709,1,BANCO,ACTIREN,CIUDAD DE MEXICO,5660370.485,VENTA,MASCULINO,62.84444444,ENROLADO,13/04/2020
93709731,2,CASA DE BOLSA,ACTIMED   ,HERMOSILLO,7472863.6,VENTA                                                                                               ,FEMENINO,51.01944444,ENROLADO,13/04/2020
93740587,1,BANCO,ACTIMED,JALISCO,1809587.336,VENTA,FEMENINO,54.025,ENROLADO,13/04/2020
93753242,1,BANCO,CUENTA_EJE,JALISCO,538852.5798,RETIRO,FEMENINO,61.72777778,ENROLADO,13/04/2020
93792273,1,BANCO,CUENTA_EJE,CIUDAD DE MEXICO,1655278.99,RETIRO,MASCULINO,78.15555556,ENROLADO,13/04/2020
93805091,1,BANCO,DINAMO,CIUDAD DE MEXICO,1912537.425,VENTA,FEMENINO,70.56666667,ENROLADO,13/04/2020
93812139,1,BANCO,ACTIGOB,CIUDAD DE MEXICO,323547.6299,VENTA,MASCULINO,60.28333333,ENROLADO,13/04/2020
93822286,1,BANCO,IMPULSA,CIUDAD DE MEXICO,180916.8217,VENTA,FEMENINO,51.32777778,NO ENROLADO,13/04/2020
93839546,1,BANCO,ACTIGOB,QUERETARO,1005333.96,COMPRA,MASCULINO,48.84444444,ENROLADO,13/04/2020
93844074,2,CASA DE BOLSA,EFECTIVO,CIUDAD DE MEXICO,5700446.976,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",FEMENINO,60.08888889,ENROLADO,13/04/2020
93857167,1,BANCO,ACTVIDA,CIUDAD DE MEXICO,2265219.541,VENTA,MASCULINO,37.34444444,ENROLADO,13/04/2020
93859718,1,BANCO,ACTIMED,JALISCO,625072.8522,VENTA,FEMENINO,42.72777778,NO ENROLADO,13/04/2020
93873560,1,BANCO,IMPULSA,JALISCO,109942.1598,VENTA,MASCULINO,68.46388889,ENROLADO,13/04/2020
93873693,1,BANCO,ACTIREN,CIUDAD DE MEXICO,92283.58806,COMPRA,FEMENINO,35.59722222,ENROLADO,13/04/2020
93887941,1,BANCO,ACTICOB,QUERETARO,232211.7593,VENTA,FEMENINO,57.33888889,ENROLADO,13/04/2020
93891992,1,BANCO,ACTIMED,CIUDAD DE MEXICO,144969.7461,VENTA,FEMENINO,39.89444444,ENROLADO,13/04/2020
93894830,1,BANCO,EVEREST,JALISCO,150819.7507,VENTA,FEMENINO,70.97222222,NO ENROLADO,13/04/2020
93921625,1,BANCO,EVEREST,JALISCO,341471.7495,VENTA,MASCULINO,43.44166667,ENROLADO,13/04/2020
93961605,1,BANCO,ACTIREN,CIUDAD DE MEXICO,144694.9662,VENTA,MASCULINO,57.51944444,ENROLADO,13/04/2020
94001161,1,BANCO,IMPULSA,TOLUCA,89260.94795,VENTA,MASCULINO,68.19444444,NO ENROLADO,13/04/2020
94009107,1,BANCO,ACTIMED,CIUDAD DE MEXICO,60445.55463,VENTA,MASCULINO,56.70833333,NO ENROLADO,13/04/2020
94012879,2,CASA DE BOLSA,EFECTIVO,CIUDAD DE MEXICO,1768174.04,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,71.10555556,ENROLADO,13/04/2020
94025962,1,BANCO,ACTIMED,JALISCO,583075.5213,COMPRA,FEMENINO,81.94444444,NO ENROLADO,13/04/2020
94160694,1,BANCO,ACTIREN,CIUDAD DE MEXICO,77844.36205,VENTA,FEMENINO,49.50277778,ENROLADO,13/04/2020
94184959,1,BANCO,CUENTA_EJE,CIUDAD DE MEXICO,326644.3981,RETIRO,FEMENINO,45.99722222,ENROLADO,13/04/2020
94191434,1,BANCO,CUENTA_EJE,CIUDAD DE MEXICO,1662805.67,RETIRO,FEMENINO,63.57777778,ENROLADO,13/04/2020
94195716,1,BANCO,ACTIREN,CIUDAD DE MEXICO,1075784.926,VENTA,MASCULINO,68.1,ENROLADO,13/04/2020
94199130,2,CASA DE BOLSA,ACTIGOB   ,CIUDAD DE MEXICO,1687444.28,VENTA                                                                                               ,FEMENINO,73.75277778,ENROLADO,13/04/2020
94250040,1,BANCO,CUENTA_EJE,MERIDA,401586.5692,RETIRO,MASCULINO,61.26111111,ENROLADO,13/04/2020
94301942,1,BANCO,ALTERNA,TOLUCA,50203.42,VENTA,MASCULINO,78.03888889,ENROLADO,13/04/2020
94309887,1,BANCO,ACTI500,CIUDAD DE MEXICO,269969.3973,VENTA,FEMENINO,48.325,NO ENROLADO,13/04/2020
94443181,1,BANCO,ACTVIDA,JALISCO,179290.1903,COMPRA,FEMENINO,49.31666667,ENROLADO,13/04/2020
94492857,1,BANCO,CUENTA_EJE,JALISCO,1231820.748,RETIRO,MASCULINO,82.83611111,NO ENROLADO,13/04/2020
94634359,1,BANCO,ALTERNA,TOLUCA,315448.9645,VENTA,FEMENINO,69.63611111,ENROLADO,13/04/2020
94690484,1,BANCO,ACTIMED,CIUDAD DE MEXICO,47787.39096,COMPRA,MASCULINO,52.05833333,NO ENROLADO,13/04/2020
94722568,2,CASA DE BOLSA,ACTIREN   ,CIUDAD DE MEXICO,75562.25,VENTA                                                                                               ,MASCULINO,60.49722222,ENROLADO,13/04/2020
94736006,1,BANCO,ACTICOB,CIUDAD DE MEXICO,1600796.393,VENTA,MASCULINO,94.64444444,NO ENROLADO,13/04/2020
94875879,1,BANCO,ACTVIDA,JALISCO,624912.6078,COMPRA,FEMENINO,43.49166667,ENROLADO,13/04/2020
94963402,1,BANCO,ACTIMED,CIUDAD DE MEXICO,77613.17723,COMPRA,MASCULINO,33.04722222,ENROLADO,13/04/2020
95071510,2,CASA DE BOLSA,ACTIREN   ,CIUDAD DE MEXICO,140890.43,COMPRA                                                                                              ,FEMENINO,52.71666667,NO ENROLADO,13/04/2020
95139937,2,CASA DE BOLSA,EFECTIVO,CIUDAD DE MEXICO,52318.8,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,31.01666667,NO ENROLADO,13/04/2020
95149639,1,BANCO,CUENTA_EJE,JALAPA,12846.93231,RETIRO,MASCULINO,30.17777778,ENROLADO,13/04/2020
95199063,1,BANCO,CUENTA_EJE,CIUDAD DE MEXICO,145357.17,RETIRO,FEMENINO,41.13888889,ENROLADO,13/04/2020
95215687,1,BANCO,IMPULSA,JALISCO,1793842.187,VENTA,MASCULINO,24.16944444,ENROLADO,13/04/2020
95253670,1,BANCO,IMPULSA,JALISCO,1064812.874,COMPRA,FEMENINO,37.48888889,ENROLADO,13/04/2020
95275160,1,BANCO,PROTEGE,JALISCO,341613.2555,VENTA,MASCULINO,30.55833333,ENROLADO,13/04/2020
95314936,1,BANCO,PROTEGE,LEON,994986.3184,VENTA,FEMENINO,50.775,ENROLADO,13/04/2020
95315222,1,BANCO,IMPULSA,JALISCO,123343.5754,VENTA,FEMENINO,48.07777778,ENROLADO,13/04/2020
95457206,1,BANCO,ACTIMED,CIUDAD DE MEXICO,1474454.97,VENTA,MASCULINO,25.25555556,NO ENROLADO,13/04/2020
95457248,1,BANCO,ALTERNA,QUERETARO,41508.17182,VENTA,FEMENINO,31.94444444,ENROLADO,13/04/2020
95470126,1,BANCO,ACTIREN,CIUDAD DE MEXICO,687269.1324,VENTA,MASCULINO,34.92222222,ENROLADO,13/04/2020
95489605,2,CASA DE BOLSA,EFECTIVO,CIUDAD DE MEXICO,98822.81,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",FEMENINO,73.70555556,NO ENROLADO,13/04/2020
95604575,1,BANCO,ACTIMED,CIUDAD DE MEXICO,217237.7593,VENTA,MASCULINO,41.73333333,ENROLADO,13/04/2020
95639878,1,BANCO,EVEREST,CIUDAD DE MEXICO,149571.1674,VENTA,MASCULINO,55.05,ENROLADO,13/04/2020
95658969,1,BANCO,ACTVIDA,JALISCO,267332.291,VENTA,MASCULINO,61.25277778,ENROLADO,13/04/2020
95675419,1,BANCO,ALTERNA,CIUDAD DE MEXICO,2876210.56,VENTA,FEMENINO,46.66944444,ENROLADO,13/04/2020
95716403,2,CASA DE BOLSA,ACTIGOB   ,CIUDAD DE MEXICO,131386.05,COMPRA                                                                                              ,MASCULINO,34.26666667,ENROLADO,13/04/2020
95829727,1,BANCO,ALTERNA,TOLUCA,351939.1989,VENTA,FEMENINO,48.76944444,ENROLADO,13/04/2020
95880902,1,BANCO,ACTIGOB,CIUDAD DE MEXICO,32779.14972,COMPRA,FEMENINO,24.96944444,ENROLADO,13/04/2020
95882460,2,CASA DE BOLSA,EFECTIVO,CIUDAD DE MEXICO,81024.48,"RET, TRASPASO ENTRE CONTRATOS                                                                       ",FEMENINO,42.37222222,ENROLADO,13/04/2020
95889275,2,CASA DE BOLSA,EFECTIVO,TOLUCA,195700.34,"RET, TRASPASO ENTRE CONTRATOS                                                                       ",FEMENINO,40.80555556,ENROLADO,13/04/2020
95915906,1,BANCO,ACTIMED,JALISCO,381115.1997,VENTA,MASCULINO,72.38611111,ENROLADO,13/04/2020
95935326,2,CASA DE BOLSA,EFECTIVO,JALISCO,256306.65,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,66.66666667,NO ENROLADO,13/04/2020
95976098,1,BANCO,ACTIMED,LEON,602142.3778,COMPRA,MASCULINO,29.08611111,ENROLADO,13/04/2020
96027263,2,CASA DE BOLSA,EFECTIVO,CIUDAD DE MEXICO,558317.02,"RET, TRASPASO ENTRE CONTRATOS                                                                       ",MASCULINO,59.44722222,ENROLADO,13/04/2020
96054473,1,BANCO,ACTIMED,JALISCO,48248.28086,VENTA,FEMENINO,39.36111111,NO ENROLADO,13/04/2020
96081799,1,BANCO,CUENTA_EJE,CIUDAD DE MEXICO,753950.87,RETIRO,MASCULINO,90.27777778,NO ENROLADO,13/04/2020
96162946,1,BANCO,ACTIGOB,LEON,1456657.363,COMPRA,MASCULINO,48.08333333,ENROLADO,13/04/2020
96163456,1,BANCO,ACTIMED,CIUDAD DE MEXICO,253607.6118,COMPRA,MASCULINO,29.60277778,ENROLADO,13/04/2020
96206925,1,BANCO,ACTIMED,JALISCO,400852.1641,VENTA,FEMENINO,65.1,ENROLADO,13/04/2020
90001868,1,BANCO,ACTIREN,CIUDAD DE MEXICO,4046561.947,COMPRA,MASCULINO,42.16111111,ENROLADO,14/02/2020
90001876,1,BANCO,CUENTA_EJE,CIUDAD DE MEXICO,2055.48,DEPOSITO,FEMENINO,42.68611111,ENROLADO,14/02/2020
90014952,2,CASA DE BOLSA,ACTVIDA   ,QUERETARO,120347.9,VENTA                                                                                               ,MASCULINO,29.86111111,NO ENROLADO,14/02/2020
90048802,1,BANCO,ALTERNA,CIUDAD DE MEXICO,98760.95766,COMPRA,MASCULINO,27.85555556,ENROLADO,14/02/2020
90075839,1,BANCO,ACTIMED,CIUDAD DE MEXICO,5147268.041,COMPRA,FEMENINO,56.37777778,ENROLADO,14/02/2020
90104241,2,CASA DE BOLSA,DINAMO    ,CIUDAD DE MEXICO,51804411.71,VENTA                                                                                               ,MASCULINO,58.77222222,NO ENROLADO,14/02/2020
90127382,2,CASA DE BOLSA,EFECTIVO,TOLUCA,63523.75,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,54.86666667,NO ENROLADO,14/02/2020
90131285,1,BANCO,ACTICOB,JALISCO,1096371.91,VENTA,MASCULINO,33.94444444,ENROLADO,14/02/2020
90178807,2,CASA DE BOLSA,EFECTIVO,CIUDAD DE MEXICO,194670.24,"RET, TRASPASO ENTRE CONTRATOS                                                                       ",MASCULINO,55.44444444,ENROLADO,14/02/2020
90190117,2,CASA DE BOLSA,EFECTIVO,CIUDAD DE MEXICO,1654025.17,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",FEMENINO,58.01666667,NO ENROLADO,14/02/2020
90197203,1,BANCO,ALTERNA,CIUDAD DE MEXICO,1135391.288,VENTA,MASCULINO,29.59166667,ENROLADO,14/02/2020
90449208,1,BANCO,ACTIMED,TOLUCA,67951.50694,VENTA,FEMENINO,78.50833333,NO ENROLADO,14/02/2020
90543661,1,BANCO,MAYA,CHIHUAHUA,19751.31677,COMPRA,MASCULINO,42.61666667,NO ENROLADO,14/02/2020
90553462,1,BANCO,SNX,CIUDAD DE MEXICO,183842.9108,VENTA,FEMENINO,61.62777778,ENROLADO,14/02/2020
90589722,1,BANCO,ACTIMED,JALISCO,240458.6271,VENTA,FEMENINO,76.33055556,ENROLADO,14/02/2020
90595547,1,BANCO,CUENTA_EJE,CIUDAD DE MEXICO,3054566.866,RETIRO,FEMENINO,63.84166667,ENROLADO,14/02/2020
