CLAVE_CLIENTE,CVE_UNIDAD_NEGOCIO,UNIDAD_NEGOCIO,EMISORA_FONDO,DESC_CE_FINANCIERO,SALDO_CLIENTE,TIPO_OPERACION,GENERO,Edad,ENROLADO,FECHA_TRANSACCION
91569277,1,BANCO,ACTICRE,Jalisco,901499.8917,TRASPASO IN,FEMENINO,81.48333333,NO ENROLADO,1/4/2020
91578195,1,BANCO,IMPULSA,Jalisco,707181.3909,VENTA,FEMENINO,69.38333333,NO ENROLADO,1/4/2020
91583369,1,BANCO,ACTIMED,Puebla,314637.4403,VENTA,MASCULINO,53.63055556,ENROLADO,1/4/2020
91659987,1,BANCO,CUENTA_EJE,Ciudad de Mexico,100440.5703,RETIRO,FEMENINO,40.92222222,ENROLADO,1/4/2020
91666958,1,BANCO,ACTIMED,Ciudad de Mexico,269283.9571,VENTA,FEMENINO,82.94444444,NO ENROLADO,1/4/2020
91696583,1,BANCO,ACTVIDA,Jalisco,225400.434,VENTA,FEMENINO,58.54166667,NO ENROLADO,1/4/2020
91734855,1,BANCO,ACTIREN,Toluca,743979.3721,VENTA,MASCULINO,62.34444444,ENROLADO,1/4/2020
91897066,1,BANCO,IMPULSA,Ciudad de Mexico,628147.0367,VENTA,FEMENINO,69.45277778,NO ENROLADO,1/4/2020
91937508,1,BANCO,ACTIMED,Jalisco,49766.52835,VENTA,FEMENINO,51.46944444,NO ENROLADO,1/4/2020
92024157,1,BANCO,ACTIREN,Puebla,100563.6962,VENTA,MASCULINO,58.28055556,NO ENROLADO,1/4/2020
92091610,1,BANCO,ACTI500,Ciudad de Mexico,125331.1925,VENTA,MASCULINO,47.72222222,NO ENROLADO,1/4/2020
92209063,1,BANCO,ACTI500,Ciudad de Mexico,158369.1883,VENTA,MASCULINO,35.83888889,ENROLADO,1/4/2020
92340611,1,BANCO,ACTIMED,Ciudad de Mexico,119076.5402,COMPRA,FEMENINO,36.525,ENROLADO,1/4/2020
92425750,1,BANCO,ACTIMED,Ciudad de Mexico,153265.0301,VENTA,FEMENINO,40.55833333,NO ENROLADO,1/4/2020
92430347,1,BANCO,ACTIMED,Toluca,86536.11715,COMPRA,FEMENINO,43.37777778,ENROLADO,1/4/2020
92537125,1,BANCO,ACTIMED,Saltillo,98230.90854,VENTA,MASCULINO,41.26388889,ENROLADO,1/4/2020
92629328,1,BANCO,ACTIMED,Jalisco,428304.2854,VENTA,FEMENINO,65.03055556,NO ENROLADO,1/4/2020
92764232,1,BANCO,ACTIMED,Monterrey,112682.656,VENTA,MASCULINO,52.78888889,ENROLADO,1/4/2020
