,CLAVE_CLIENTE,CVE_UNIDAD_NEGOCIO,UNIDAD_NEGOCIO,EMISORA_FONDO,DESC_CE_FINANCIERO,SALDO_CLIENTE,TIPO_OPERACION,GENERO,Edad,ENROLADO,FECHA_TRANSACCION,ENTIDAD_FEDERATIVA,LAT,LONG
5117,95120986.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,166815.4059,COMPRA,MASCULINO,31.0,ENROLADO,2020-05-29,CIUDAD DE MÉXICO,19.4285,99.1277
5118,95121745.0,1.0,BANCO,ACTIGOB,CIUDAD DE MÉXICO,923653.5723,VENTA,MASCULINO,56.0,NO ENROLADO,2020-05-08,CIUDAD DE MÉXICO,19.4285,99.1277
5119,95122289.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,258055.32,RETIRO,FEMENINO,72.0,ENROLADO,2020-05-06,CIUDAD DE MÉXICO,19.4285,99.1277
5120,95123162.0,1.0,BANCO,ACTVIDA,CIUDAD DE MÉXICO,289973.3195,VENTA,FEMENINO,49.0,ENROLADO,2020-05-22,CIUDAD DE MÉXICO,19.4285,99.1277
5121,95126645.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,1964924.721,RETIRO,MASCULINO,54.0,ENROLADO,2020-05-22,CIUDAD DE MÉXICO,19.4285,99.1277
5122,95127726.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,67482.47656,VENTA,FEMENINO,28.0,ENROLADO,2020-05-28,CIUDAD DE MÉXICO,19.4285,99.1277
5123,95131389.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,363938.9364,COMPRA,FEMENINO,31.0,ENROLADO,2020-05-05,CIUDAD DE MÉXICO,19.4285,99.1277
5124,95131512.0,1.0,BANCO,ACTIGOB,CIUDAD DE MÉXICO,290909.7037,VENTA,FEMENINO,51.0,ENROLADO,2020-05-07,CIUDAD DE MÉXICO,19.4285,99.1277
5125,95131975.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,537540.9292,COMPRA,MASCULINO,46.0,ENROLADO,2020-05-27,CIUDAD DE MÉXICO,19.4285,99.1277
5126,95133922.0,1.0,BANCO,ACTIGOB,CIUDAD DE MÉXICO,332258.7157,COMPRA,MASCULINO,26.0,ENROLADO,2020-05-18,CIUDAD DE MÉXICO,19.4285,99.1277
5127,95135208.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,148779.74,VENTA,MASCULINO,62.0,NO ENROLADO,2020-05-20,CIUDAD DE MÉXICO,19.4285,99.1277
5128,95135794.0,1.0,BANCO,ACTVIDA,CIUDAD DE MÉXICO,255153.1091,VENTA,FEMENINO,83.0,ENROLADO,2020-05-20,CIUDAD DE MÉXICO,19.4285,99.1277
5129,95136784.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,205211.0591,VENTA,FEMENINO,48.0,ENROLADO,2020-05-20,CIUDAD DE MÉXICO,19.4285,99.1277
5130,95137683.0,1.0,BANCO,IMPULSA,CIUDAD DE MÉXICO,34671.8229,VENTA,MASCULINO,38.0,ENROLADO,2020-05-15,CIUDAD DE MÉXICO,19.4285,99.1277
5131,95142634.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,93269.35671000001,VENTA,MASCULINO,59.0,ENROLADO,2020-05-12,CIUDAD DE MÉXICO,19.4285,99.1277
5132,95145934.0,1.0,BANCO,IMPULSA,CIUDAD DE MÉXICO,715818.8985,VENTA,FEMENINO,75.0,ENROLADO,2020-05-29,CIUDAD DE MÉXICO,19.4285,99.1277
5133,95146924.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,253522.3829,VENTA,FEMENINO,36.0,ENROLADO,2020-05-29,CIUDAD DE MÉXICO,19.4285,99.1277
5134,95149639.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,12296.003420000001,RETIRO,MASCULINO,30.0,ENROLADO,2020-05-15,CIUDAD DE MÉXICO,19.4285,99.1277
5135,95153565.0,1.0,BANCO,ACTI500,CIUDAD DE MÉXICO,239976.0133,VENTA,FEMENINO,65.0,ENROLADO,2020-05-14,CIUDAD DE MÉXICO,19.4285,99.1277
5136,95154308.0,1.0,BANCO,ACTVIDA,CIUDAD DE MÉXICO,90919.06885,VENTA,FEMENINO,54.0,NO ENROLADO,2020-05-06,CIUDAD DE MÉXICO,19.4285,99.1277
5137,95154886.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,26451.04879,COMPRA,FEMENINO,45.0,ENROLADO,2020-05-04,CIUDAD DE MÉXICO,19.4285,99.1277
5138,95166641.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,497264.09,RETIRO,FEMENINO,85.0,NO ENROLADO,2020-05-22,CIUDAD DE MÉXICO,19.4285,99.1277
5139,95166658.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,190929.6826,DEPOSITO,FEMENINO,57.0,ENROLADO,2020-05-22,CIUDAD DE MÉXICO,19.4285,99.1277
5140,95170023.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,60621.20515,VENTA,MASCULINO,67.0,ENROLADO,2020-05-29,CIUDAD DE MÉXICO,19.4285,99.1277
5141,95171054.0,1.0,BANCO,ACTICOB,CIUDAD DE MÉXICO,276966.1722,VENTA,FEMENINO,45.0,ENROLADO,2020-05-04,CIUDAD DE MÉXICO,19.4285,99.1277
5142,95172342.0,1.0,BANCO,SALUD,CIUDAD DE MÉXICO,5012024.569,VENTA,FEMENINO,49.0,ENROLADO,2020-05-18,CIUDAD DE MÉXICO,19.4285,99.1277
5143,95173217.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,760.0,RETIRO,MASCULINO,44.0,NO ENROLADO,2020-05-20,CIUDAD DE MÉXICO,19.4285,99.1277
5144,95175899.0,1.0,BANCO,IMPULSA,CIUDAD DE MÉXICO,129898.6011,VENTA,FEMENINO,65.0,NO ENROLADO,2020-05-22,CIUDAD DE MÉXICO,19.4285,99.1277
5145,95176871.0,2.0,CASA DE BOLSA,EFECTIVO,CIUDAD DE MÉXICO,133526.31,RETIRO POR PAGO EN VENTANILLA                                                                       ,MASCULINO,30.0,ENROLADO,2020-05-06,CIUDAD DE MÉXICO,19.4285,99.1277
5146,95183034.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,495958.5,RETIRO,FEMENINO,48.0,ENROLADO,2020-05-13,CIUDAD DE MÉXICO,19.4285,99.1277
5147,95185898.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,90590.84803,COMPRA,MASCULINO,40.0,ENROLADO,2020-05-20,CIUDAD DE MÉXICO,19.4285,99.1277
5148,95188082.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,1378889.164,COMPRA,MASCULINO,59.0,ENROLADO,2020-05-20,CIUDAD DE MÉXICO,19.4285,99.1277
5149,95191144.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,599101.4814,RETIRO,MASCULINO,63.0,ENROLADO,2020-05-08,CIUDAD DE MÉXICO,19.4285,99.1277
5150,95193439.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,96241.91,VENTA,FEMENINO,56.0,NO ENROLADO,2020-05-05,CIUDAD DE MÉXICO,19.4285,99.1277
5151,95196994.0,1.0,BANCO,IMPULSA,CIUDAD DE MÉXICO,56954.21685,VENTA,MASCULINO,36.0,ENROLADO,2020-05-04,CIUDAD DE MÉXICO,19.4285,99.1277
5152,95197406.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,507357.2617,COMPRA,FEMENINO,-6.0,ENROLADO,2020-05-19,CIUDAD DE MÉXICO,19.4285,99.1277
5153,95198404.0,1.0,BANCO,ACTICOB,CIUDAD DE MÉXICO,66549.25813,VENTA,FEMENINO,49.0,ENROLADO,2020-05-11,CIUDAD DE MÉXICO,19.4285,99.1277
5154,95198958.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,1577289.5569999998,VENTA,MASCULINO,29.0,ENROLADO,2020-05-28,CIUDAD DE MÉXICO,19.4285,99.1277
5155,95198966.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,32881.71246,COMPRA,FEMENINO,32.0,ENROLADO,2020-05-05,CIUDAD DE MÉXICO,19.4285,99.1277
5156,95199022.0,1.0,BANCO,ACTIGOB,CIUDAD DE MÉXICO,47075.4377,COMPRA,MASCULINO,28.0,ENROLADO,2020-05-14,CIUDAD DE MÉXICO,19.4285,99.1277
5157,95199063.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,61223.31,DEPOSITO,FEMENINO,41.0,ENROLADO,2020-05-15,CIUDAD DE MÉXICO,19.4285,99.1277
5158,95203196.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,296941.2365,COMPRA,MASCULINO,26.0,ENROLADO,2020-05-15,CIUDAD DE MÉXICO,19.4285,99.1277
5159,95205886.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,4896327.91,RETIRO,MASCULINO,62.0,ENROLADO,2020-05-29,CIUDAD DE MÉXICO,19.4285,99.1277
5160,95206173.0,1.0,BANCO,ACTVIDA,CIUDAD DE MÉXICO,361404.9655,COMPRA,FEMENINO,75.0,ENROLADO,2020-05-11,CIUDAD DE MÉXICO,19.4285,99.1277
5161,95208138.0,1.0,BANCO,IMPULSA,CIUDAD DE MÉXICO,38310.72304,VENTA,FEMENINO,68.0,ENROLADO,2020-05-15,CIUDAD DE MÉXICO,19.4285,99.1277
5162,95212536.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,45524.88277,RETIRO,MASCULINO,75.0,ENROLADO,2020-05-08,CIUDAD DE MÉXICO,19.4285,99.1277
5163,95214250.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,0.0,RETIRO,MASCULINO,30.0,ENROLADO,2020-05-19,CIUDAD DE MÉXICO,19.4285,99.1277
5164,95218947.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,1544425.62,COMPRA,MASCULINO,57.0,ENROLADO,2020-05-29,CIUDAD DE MÉXICO,19.4285,99.1277
5165,95219390.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,393151.4653,RETIRO,MASCULINO,60.0,ENROLADO,2020-05-12,CIUDAD DE MÉXICO,19.4285,99.1277
5166,95222550.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,143999.134,COMPRA,MASCULINO,37.0,ENROLADO,2020-05-20,CIUDAD DE MÉXICO,19.4285,99.1277
5167,95224309.0,1.0,BANCO,ACTIGOB,CIUDAD DE MÉXICO,6999.9982469999995,COMPRA,MASCULINO,34.0,ENROLADO,2020-05-26,CIUDAD DE MÉXICO,19.4285,99.1277
5168,95225322.0,1.0,BANCO,ACTI500,CIUDAD DE MÉXICO,38027.214589999996,COMPRA,MASCULINO,49.0,ENROLADO,2020-05-14,CIUDAD DE MÉXICO,19.4285,99.1277
5169,95225538.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,581159.88,DEPOSITO,MASCULINO,31.0,ENROLADO,2020-05-22,CIUDAD DE MÉXICO,19.4285,99.1277
5170,95227922.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,22629.80111,COMPRA,FEMENINO,32.0,ENROLADO,2020-05-26,CIUDAD DE MÉXICO,19.4285,99.1277
5171,95230595.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,349520.4912,COMPRA,MASCULINO,33.0,ENROLADO,2020-05-15,CIUDAD DE MÉXICO,19.4285,99.1277
5172,95231031.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,226427.3711,COMPRA,MASCULINO,80.0,ENROLADO,2020-05-19,CIUDAD DE MÉXICO,19.4285,99.1277
5173,95233664.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,570353.2696,VENTA,MASCULINO,52.0,ENROLADO,2020-05-27,CIUDAD DE MÉXICO,19.4285,99.1277
5174,95234332.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,652109.0364,COMPRA,FEMENINO,49.0,ENROLADO,2020-05-13,CIUDAD DE MÉXICO,19.4285,99.1277
5175,95235461.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,50048.47,RETIRO,FEMENINO,40.0,ENROLADO,2020-05-26,CIUDAD DE MÉXICO,19.4285,99.1277
5176,95237392.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,511332.5619,COMPRA,MASCULINO,44.0,ENROLADO,2020-05-20,CIUDAD DE MÉXICO,19.4285,99.1277
5177,95238374.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,263620.30100000004,TRASPASO OUT,MASCULINO,72.0,ENROLADO,2020-05-07,CIUDAD DE MÉXICO,19.4285,99.1277
5178,95238382.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,10819832.79,TRASPASO IN,FEMENINO,69.0,ENROLADO,2020-05-07,CIUDAD DE MÉXICO,19.4285,99.1277
5179,95238481.0,1.0,BANCO,ACTIGOB,CIUDAD DE MÉXICO,822.790113,COMPRA,MASCULINO,32.0,ENROLADO,2020-05-15,CIUDAD DE MÉXICO,19.4285,99.1277
5180,95238507.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,18995.36,RETIRO,FEMENINO,28.0,ENROLADO,2020-05-14,CIUDAD DE MÉXICO,19.4285,99.1277
5181,95239463.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,240020.9936,VENTA,MASCULINO,36.0,ENROLADO,2020-05-28,CIUDAD DE MÉXICO,19.4285,99.1277
5182,95239570.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,115675.0594,RETIRO,MASCULINO,72.0,NO ENROLADO,2020-05-14,CIUDAD DE MÉXICO,19.4285,99.1277
5183,95239729.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,23769.116719999998,COMPRA,MASCULINO,28.0,ENROLADO,2020-05-14,CIUDAD DE MÉXICO,19.4285,99.1277
5184,95244059.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,20291.09548,COMPRA,MASCULINO,34.0,ENROLADO,2020-05-07,CIUDAD DE MÉXICO,19.4285,99.1277
5185,95244463.0,1.0,BANCO,ACTIGOB,CIUDAD DE MÉXICO,28094.7976,VENTA,FEMENINO,28.0,ENROLADO,2020-05-15,CIUDAD DE MÉXICO,19.4285,99.1277
5186,95245916.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,636023.8649,COMPRA,FEMENINO,62.0,NO ENROLADO,2020-05-05,CIUDAD DE MÉXICO,19.4285,99.1277
5187,95248621.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,616119.5322,COMPRA,MASCULINO,66.0,ENROLADO,2020-05-29,CIUDAD DE MÉXICO,19.4285,99.1277
5188,95248639.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,27582.488210000003,COMPRA,MASCULINO,31.0,ENROLADO,2020-05-14,CIUDAD DE MÉXICO,19.4285,99.1277
5189,95248639.0,1.0,BANCO,SNX,CIUDAD DE MÉXICO,27582.488210000003,COMPRA,MASCULINO,31.0,ENROLADO,2020-05-14,CIUDAD DE MÉXICO,19.4285,99.1277
5190,95250056.0,1.0,BANCO,MAYA,CIUDAD DE MÉXICO,3635983.602,VENTA,MASCULINO,53.0,ENROLADO,2020-05-21,CIUDAD DE MÉXICO,19.4285,99.1277
5191,95250676.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,258479.775,COMPRA,MASCULINO,65.0,ENROLADO,2020-05-12,CIUDAD DE MÉXICO,19.4285,99.1277
5192,95253670.0,1.0,BANCO,IMPULSA,CIUDAD DE MÉXICO,1104038.7820000001,COMPRA,FEMENINO,37.0,ENROLADO,2020-05-07,CIUDAD DE MÉXICO,19.4285,99.1277
5193,95259875.0,1.0,BANCO,ACTIGOB,CIUDAD DE MÉXICO,24706.30688,COMPRA,FEMENINO,42.0,ENROLADO,2020-05-28,CIUDAD DE MÉXICO,19.4285,99.1277
5194,95261921.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,814650.9859,COMPRA,FEMENINO,31.0,ENROLADO,2020-05-14,CIUDAD DE MÉXICO,19.4285,99.1277
5195,95262150.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,478313.2928,COMPRA,FEMENINO,56.0,ENROLADO,2020-05-14,CIUDAD DE MÉXICO,19.4285,99.1277
5196,95262226.0,1.0,BANCO,IMPULSA,CIUDAD DE MÉXICO,20323.80347,VENTA,FEMENINO,28.0,NO ENROLADO,2020-05-08,CIUDAD DE MÉXICO,19.4285,99.1277
5197,95262614.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,15803.83275,COMPRA,FEMENINO,33.0,ENROLADO,2020-05-25,CIUDAD DE MÉXICO,19.4285,99.1277
5198,95263166.0,1.0,BANCO,DINAMO,CIUDAD DE MÉXICO,501603.7151,VENTA,FEMENINO,32.0,NO ENROLADO,2020-05-12,CIUDAD DE MÉXICO,19.4285,99.1277
5199,95263737.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,467935.4791,VENTA,MASCULINO,25.0,ENROLADO,2020-05-05,CIUDAD DE MÉXICO,19.4285,99.1277
5200,95265823.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,261961.1287,VENTA,FEMENINO,29.0,ENROLADO,2020-05-28,CIUDAD DE MÉXICO,19.4285,99.1277
5201,95267316.0,1.0,BANCO,IMPULSA,CIUDAD DE MÉXICO,895363.2184,VENTA,FEMENINO,59.0,NO ENROLADO,2020-05-22,CIUDAD DE MÉXICO,19.4285,99.1277
5202,95269536.0,1.0,BANCO,OPORT1,CIUDAD DE MÉXICO,7123802.872,VENTA,MASCULINO,66.0,ENROLADO,2020-05-27,CIUDAD DE MÉXICO,19.4285,99.1277
5203,95270617.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,47213.814210000004,VENTA,MASCULINO,76.0,ENROLADO,2020-05-22,CIUDAD DE MÉXICO,19.4285,99.1277
5204,95271136.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,112018.1147,VENTA,MASCULINO,79.0,NO ENROLADO,2020-05-04,CIUDAD DE MÉXICO,19.4285,99.1277
5205,95271813.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,5042.75,RETIRO,FEMENINO,59.0,ENROLADO,2020-05-18,CIUDAD DE MÉXICO,19.4285,99.1277
5206,95272084.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,31121.920639999997,VENTA,FEMENINO,29.0,ENROLADO,2020-05-22,CIUDAD DE MÉXICO,19.4285,99.1277
5207,95272134.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,129710.5262,COMPRA,MASCULINO,30.0,ENROLADO,2020-05-21,CIUDAD DE MÉXICO,19.4285,99.1277
5208,95275160.0,1.0,BANCO,PROTEGE,CIUDAD DE MÉXICO,258527.4615,COMPRA,MASCULINO,30.0,ENROLADO,2020-05-14,CIUDAD DE MÉXICO,19.4285,99.1277
5209,95276317.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,724655.0621,VENTA,MASCULINO,24.0,ENROLADO,2020-05-18,CIUDAD DE MÉXICO,19.4285,99.1277
5210,95277521.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,97881.227,VENTA,FEMENINO,43.0,ENROLADO,2020-05-04,CIUDAD DE MÉXICO,19.4285,99.1277
5211,95277687.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,135683.1155,RETIRO,MASCULINO,33.0,ENROLADO,2020-05-20,CIUDAD DE MÉXICO,19.4285,99.1277
5212,95283495.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,33324.339210000006,COMPRA,MASCULINO,55.0,ENROLADO,2020-05-14,CIUDAD DE MÉXICO,19.4285,99.1277
5213,95287108.0,1.0,BANCO,ACTI500,CIUDAD DE MÉXICO,909174.1763,VENTA,MASCULINO,47.0,ENROLADO,2020-05-19,CIUDAD DE MÉXICO,19.4285,99.1277
5214,95305801.0,1.0,BANCO,SALUD,CIUDAD DE MÉXICO,146779.3687,VENTA,FEMENINO,62.0,ENROLADO,2020-05-21,CIUDAD DE MÉXICO,19.4285,99.1277
5215,95307385.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,39853.628169999996,COMPRA,FEMENINO,42.0,ENROLADO,2020-05-20,CIUDAD DE MÉXICO,19.4285,99.1277
5216,95307500.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,371529.3098,VENTA,FEMENINO,31.0,ENROLADO,2020-05-04,CIUDAD DE MÉXICO,19.4285,99.1277
5217,95309464.0,1.0,BANCO,MAXIMO,CIUDAD DE MÉXICO,604975.365,COMPRA,MASCULINO,41.0,ENROLADO,2020-05-28,CIUDAD DE MÉXICO,19.4285,99.1277
5218,95314589.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,2181453.809,VENTA,FEMENINO,70.0,ENROLADO,2020-05-29,CIUDAD DE MÉXICO,19.4285,99.1277
5219,95315222.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,100956.93199999999,VENTA,FEMENINO,48.0,ENROLADO,2020-05-29,CIUDAD DE MÉXICO,19.4285,99.1277
5220,95363727.0,1.0,BANCO,ACTIGOB,CIUDAD DE MÉXICO,19276.063619999997,COMPRA,MASCULINO,53.0,ENROLADO,2020-05-29,CIUDAD DE MÉXICO,19.4285,99.1277
5221,95396958.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,3085859.298,VENTA,FEMENINO,75.0,ENROLADO,2020-05-18,CIUDAD DE MÉXICO,19.4285,99.1277
5222,95409991.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,2036965.668,VENTA,FEMENINO,54.0,ENROLADO,2020-05-14,CIUDAD DE MÉXICO,19.4285,99.1277
5223,95411658.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,188829.796,VENTA,MASCULINO,25.0,ENROLADO,2020-05-15,CIUDAD DE MÉXICO,19.4285,99.1277
5224,95422572.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,354207.7856,VENTA,MASCULINO,30.0,ENROLADO,2020-05-27,CIUDAD DE MÉXICO,19.4285,99.1277
5225,95430518.0,1.0,BANCO,IMPULSA,CIUDAD DE MÉXICO,162754.6571,VENTA,MASCULINO,23.0,ENROLADO,2020-05-08,CIUDAD DE MÉXICO,19.4285,99.1277
5226,95432787.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,659903.1572,VENTA,FEMENINO,70.0,ENROLADO,2020-05-29,CIUDAD DE MÉXICO,19.4285,99.1277
5227,95434858.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,1102103.33,VENTA,FEMENINO,35.0,ENROLADO,2020-05-14,CIUDAD DE MÉXICO,19.4285,99.1277
5228,95436242.0,1.0,BANCO,ACTIGOB,CIUDAD DE MÉXICO,120902.9373,COMPRA,MASCULINO,35.0,ENROLADO,2020-05-22,CIUDAD DE MÉXICO,19.4285,99.1277
5229,95442588.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,454665.221,VENTA,MASCULINO,50.0,ENROLADO,2020-05-05,CIUDAD DE MÉXICO,19.4285,99.1277
5230,95443008.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,30920.70292,VENTA,MASCULINO,32.0,ENROLADO,2020-05-19,CIUDAD DE MÉXICO,19.4285,99.1277
5231,95443396.0,1.0,BANCO,ACTIVAR,CIUDAD DE MÉXICO,256671.5521,COMPRA,FEMENINO,4.0,NO ENROLADO,2020-05-15,CIUDAD DE MÉXICO,19.4285,99.1277
5232,95446340.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,1295069.879,COMPRA,MASCULINO,31.0,ENROLADO,2020-05-19,CIUDAD DE MÉXICO,19.4285,99.1277
5233,95448510.0,1.0,BANCO,ACTIGOB,CIUDAD DE MÉXICO,21001.93606,COMPRA,FEMENINO,47.0,ENROLADO,2020-05-14,CIUDAD DE MÉXICO,19.4285,99.1277
5234,95452645.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,62544.514760000005,COMPRA,FEMENINO,27.0,ENROLADO,2020-05-19,CIUDAD DE MÉXICO,19.4285,99.1277
5235,95457248.0,1.0,BANCO,ACTI500,CIUDAD DE MÉXICO,16770.79819,VENTA,FEMENINO,32.0,ENROLADO,2020-05-26,CIUDAD DE MÉXICO,19.4285,99.1277
5236,95460325.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,820868.9974,VENTA,FEMENINO,63.0,ENROLADO,2020-05-12,CIUDAD DE MÉXICO,19.4285,99.1277
5237,95464798.0,1.0,BANCO,ACTICRE,CIUDAD DE MÉXICO,2790654.123,COMPRA,MASCULINO,32.0,ENROLADO,2020-05-11,CIUDAD DE MÉXICO,19.4285,99.1277
5238,95469565.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,20558.791569999998,COMPRA,FEMENINO,27.0,ENROLADO,2020-05-18,CIUDAD DE MÉXICO,19.4285,99.1277
5239,95470126.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,639658.4155,COMPRA,MASCULINO,35.0,ENROLADO,2020-05-14,CIUDAD DE MÉXICO,19.4285,99.1277
5240,95476776.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,149223.6799,VENTA,FEMENINO,51.0,ENROLADO,2020-05-06,CIUDAD DE MÉXICO,19.4285,99.1277
5241,95480737.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,62176.12206,COMPRA,FEMENINO,25.0,ENROLADO,2020-05-14,CIUDAD DE MÉXICO,19.4285,99.1277
5242,95480786.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,173483.51,VENTA,FEMENINO,36.0,ENROLADO,2020-05-25,CIUDAD DE MÉXICO,19.4285,99.1277
5243,95483327.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,145616.7843,VENTA,FEMENINO,35.0,ENROLADO,2020-05-18,CIUDAD DE MÉXICO,19.4285,99.1277
5244,95483384.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,4801816.274,COMPRA,MASCULINO,64.0,ENROLADO,2020-05-12,CIUDAD DE MÉXICO,19.4285,99.1277
5245,95485983.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,201936.4074,VENTA,FEMENINO,66.0,ENROLADO,2020-05-05,CIUDAD DE MÉXICO,19.4285,99.1277
5246,95487088.0,2.0,CASA DE BOLSA,EFECTIVO,CIUDAD DE MÉXICO,35870.07,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,57.0,ENROLADO,2020-05-29,CIUDAD DE MÉXICO,19.4285,99.1277
5247,95495073.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,32213.90637,COMPRA,FEMENINO,39.0,ENROLADO,2020-05-19,CIUDAD DE MÉXICO,19.4285,99.1277
5248,95497293.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,21963.21082,VENTA,FEMENINO,29.0,ENROLADO,2020-05-21,CIUDAD DE MÉXICO,19.4285,99.1277
5249,95502860.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,548164.2802,VENTA,FEMENINO,73.0,ENROLADO,2020-05-25,CIUDAD DE MÉXICO,19.4285,99.1277
5250,95503207.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,99488.679,COMPRA,MASCULINO,27.0,ENROLADO,2020-05-12,CIUDAD DE MÉXICO,19.4285,99.1277
