,CLAVE_CLIENTE,CVE_UNIDAD_NEGOCIO,UNIDAD_NEGOCIO,EMISORA_FONDO,DESC_CE_FINANCIERO,SALDO_CLIENTE,TIPO_OPERACION,GENERO,Edad,ENROLADO,FECHA_TRANSACCION,ENTIDAD_FEDERATIVA,LAT,LONG
342,92327527.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,125952.7256,VENTA,MASCULINO,30.99444444,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
343,92425420.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,321598.9754,COMPRA,FEMENINO,69.11666667,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
344,92557883.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,328540.8098,VENTA,FEMENINO,46.96388889,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
345,92624089.0,1.0,BANCO,IMPULSA,CIUDAD DE MÉXICO,109544.84300000001,VENTA,FEMENINO,83.38333333,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
346,92685429.0,1.0,BANCO,ACTIGOB,CIUDAD DE MÉXICO,159114.3161,VENTA,MASCULINO,54.75555556,NO ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
347,92900356.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,85058.72812,VENTA,FEMENINO,47.90833333,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
348,92960301.0,1.0,BANCO,ACTVIDA,CIUDAD DE MÉXICO,100821.6024,VENTA,FEMENINO,82.12222222,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
349,93034320.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,173169.0268,VENTA,MASCULINO,67.425,NO ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
350,93114098.0,1.0,BANCO,IMPULSA,CIUDAD DE MÉXICO,129282.6717,VENTA,FEMENINO,57.66666667,NO ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
351,93169902.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,635167.2468,VENTA,MASCULINO,55.72222222,NO ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
352,93189827.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,358483.8393,RETIRO,FEMENINO,45.29444444,NO ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
353,93284362.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,90.32,RETIRO,FEMENINO,44.35,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
354,93407831.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,251976.4225,VENTA,MASCULINO,64.325,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
355,93425494.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,860035.2746,VENTA,MASCULINO,36.63888889,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
356,93511954.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,132366.4241,COMPRA,FEMENINO,50.66111111,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
357,93512143.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,11046154.77,VENTA,FEMENINO,80.66388889,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
358,93537157.0,2.0,CASA DE BOLSA,MU        ,CIUDAD DE MÉXICO,783166.92,VENTA                                                                                               ,MASCULINO,53.99444444,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
359,93636967.0,1.0,BANCO,ACTICRE,CIUDAD DE MÉXICO,20453.44,VENTA,FEMENINO,48.46944444,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
360,93676773.0,2.0,CASA DE BOLSA,EFECTIVO,CIUDAD DE MÉXICO,48364.89,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,35.51111111,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
361,93708147.0,2.0,CASA DE BOLSA,EFECTIVO,CIUDAD DE MÉXICO,1572324.1,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",FEMENINO,47.46388889,NO ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
362,93770535.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,570963.7114,VENTA,MASCULINO,63.39444444,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
363,93783330.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,3653570.4680000003,COMPRA,FEMENINO,63.29444444,NO ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
364,93783850.0,1.0,BANCO,SALUD,CIUDAD DE MÉXICO,2206904.327,COMPRA,MASCULINO,42.15,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
365,93794246.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,84510.57774,VENTA,FEMENINO,85.47777778,NO ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
366,93825289.0,1.0,BANCO,IMPULSA,CIUDAD DE MÉXICO,527461.3346,VENTA,MASCULINO,80.72777778,NO ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
367,93830321.0,1.0,BANCO,ACTINMO,CIUDAD DE MÉXICO,1928913.96,VENTA,FEMENINO,78.31388889,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
368,93884369.0,2.0,CASA DE BOLSA,EFECTIVO,CIUDAD DE MÉXICO,2016009.67,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",FEMENINO,78.06111111,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
369,93910909.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,7010380.951,VENTA,MASCULINO,74.93611111,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
370,93953438.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,101235.1927,VENTA,MASCULINO,50.93055556,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
371,94070547.0,2.0,CASA DE BOLSA,IMPULSA   ,CIUDAD DE MÉXICO,519324.15,VENTA                                                                                               ,MASCULINO,37.40833333,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
372,94273554.0,1.0,BANCO,IMPULSA,CIUDAD DE MÉXICO,194793.789,VENTA,FEMENINO,60.16944444,NO ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
373,94334737.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,307611.2598,COMPRA,FEMENINO,64.07777778,NO ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
374,94348661.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,4899.24,DEPOSITO,FEMENINO,30.92222222,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
375,94392883.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,742968.7105,VENTA,MASCULINO,63.37777778,NO ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
376,94592425.0,1.0,BANCO,ACTI500,CIUDAD DE MÉXICO,121497.0842,VENTA,FEMENINO,77.17222222,NO ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
377,95178869.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,577823.2221,RETIRO,FEMENINO,46.275,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
378,95225538.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,568260.95,DEPOSITO,MASCULINO,30.99722222,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
379,95245916.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,609087.3739,COMPRA,FEMENINO,62.525,NO ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
380,95529558.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,126015.4567,COMPRA,MASCULINO,27.28055556,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
381,95670493.0,2.0,CASA DE BOLSA,VTLS-RF   ,CIUDAD DE MÉXICO,3857558.9,COMPRA                                                                                              ,MASCULINO,56.68333333,NO ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
382,95697124.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,385754.2344,COMPRA,MASCULINO,25.15555556,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
383,95715322.0,2.0,CASA DE BOLSA,EFECTIVO,CIUDAD DE MÉXICO,566444.82,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",FEMENINO,40.75277778,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
384,95772729.0,1.0,BANCO,ACTIGOB,CIUDAD DE MÉXICO,7557.95818,COMPRA,MASCULINO,24.925,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
385,95781514.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,1085.907398,COMPRA,MASCULINO,30.075,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
386,95903209.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,2050.77,RETIRO,MASCULINO,59.44722222,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
387,96004684.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,252112.1864,VENTA,FEMENINO,48.63611111,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
388,96005921.0,2.0,CASA DE BOLSA,EFECTIVO,CIUDAD DE MÉXICO,290522.06,"RET, TRASPASO ENTRE CONTRATOS                                                                       ",MASCULINO,51.76666667,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
389,96030614.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,27102.56548,VENTA,FEMENINO,46.075,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
390,96149794.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,100000.0027,DEPOSITO,FEMENINO,56.26111111,ENROLADO,2020-02-04,CIUDAD DE MÉXICO,19.4285,99.1277
391,90181512.0,2.0,CASA DE BOLSA,EFECTIVO,CIUDAD DE MÉXICO,8165.11,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,56.83888889,ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
392,90182338.0,2.0,CASA DE BOLSA,EFECTIVO,CIUDAD DE MÉXICO,948834.6,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",FEMENINO,52.74166667,NO ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
393,90540592.0,1.0,BANCO,IMPULSA,CIUDAD DE MÉXICO,84879.41361,COMPRA,FEMENINO,62.61666667,ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
394,91126722.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,2240733.461,RETIRO,MASCULINO,63.66388889,NO ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
395,91136176.0,1.0,BANCO,ACTIGOB,CIUDAD DE MÉXICO,1195669.869,COMPRA,MASCULINO,39.6,ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
396,91603993.0,2.0,CASA DE BOLSA,EFECTIVO,CIUDAD DE MÉXICO,18536.13,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,45.83888889,NO ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
397,92276724.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,85868.49742,COMPRA,FEMENINO,91.59722222,NO ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
398,92292283.0,1.0,BANCO,ACTVIDA,CIUDAD DE MÉXICO,250856.4242,COMPRA,FEMENINO,56.10833333,ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
399,92316108.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,1677265.081,COMPRA,MASCULINO,45.58055556,ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
400,92380468.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,31077.222639999996,VENTA,MASCULINO,96.25833333,NO ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
401,92685817.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,200623.4476,VENTA,FEMENINO,59.38333333,ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
402,92697820.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,8375928.253,RETIRO,FEMENINO,66.95833333,NO ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
403,93607513.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,0.0,RETIRO,MASCULINO,50.67222222,NO ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
404,93695195.0,2.0,CASA DE BOLSA,EFECTIVO,CIUDAD DE MÉXICO,27496.15,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,40.43333333,ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
405,93746576.0,2.0,CASA DE BOLSA,EFECTIVO,CIUDAD DE MÉXICO,1300533.17,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,58.325,ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
406,93789147.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,6387194.097,COMPRA,MASCULINO,34.68888889,ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
407,93899276.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,29501.615739999997,VENTA,FEMENINO,45.85277778,ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
408,94538931.0,1.0,BANCO,ACTICRE,CIUDAD DE MÉXICO,1377543.2480000001,COMPRA,MASCULINO,49.05833333,ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
409,95255790.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,65238.97,RETIRO,FEMENINO,50.44166667,NO ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
410,95413787.0,2.0,CASA DE BOLSA,ACTI500   ,CIUDAD DE MÉXICO,29638.63,VENTA                                                                                               ,MASCULINO,47.1,ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
411,95619409.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,135286.5357,VENTA,FEMENINO,50.69444444,ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
412,95955779.0,2.0,CASA DE BOLSA,EFECTIVO,CIUDAD DE MÉXICO,261429.71,"RET, TRASPASO ENTRE CONTRATOS                                                                       ",MASCULINO,77.10833333,NO ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
413,96084058.0,1.0,BANCO,ACTIGOB,CIUDAD DE MÉXICO,312325.3649,VENTA,MASCULINO,45.25,ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
414,96084348.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,0.0,RETIRO,MASCULINO,58.73611111,ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
415,96199096.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,65884.66759,COMPRA,MASCULINO,18.97222222,ENROLADO,2020-03-04,CIUDAD DE MÉXICO,19.4285,99.1277
416,90014556.0,2.0,CASA DE BOLSA,EFECTIVO,CIUDAD DE MÉXICO,1725871.27,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,63.36388889,NO ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
417,90223785.0,1.0,BANCO,ACTIGOB,CIUDAD DE MÉXICO,1300233.527,COMPRA,MASCULINO,43.43333333,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
418,90377938.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,191744.0665,VENTA,MASCULINO,61.42222222,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
419,90416256.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,890583.823,COMPRA,MASCULINO,47.21666667,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
420,90945130.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,1916179.187,RETIRO,MASCULINO,79.33333333,NO ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
421,91101907.0,1.0,BANCO,ACTIGOB,CIUDAD DE MÉXICO,276797.1929,COMPRA,MASCULINO,35.20555556,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
422,91155929.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,1735151.925,COMPRA,MASCULINO,62.03055556,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
423,91304709.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,216118.9624,VENTA,MASCULINO,56.69722222,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
424,91745042.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,149981.4181,VENTA,FEMENINO,65.29166667,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
425,91853168.0,1.0,BANCO,IMPULSA,CIUDAD DE MÉXICO,69182.06,VENTA,MASCULINO,34.06388889,NO ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
426,92144997.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,656.251864,VENTA,FEMENINO,46.65555556,NO ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
427,92157163.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,3305054.502,VENTA,MASCULINO,48.48888889,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
428,92331412.0,1.0,BANCO,ACTIGOB,CIUDAD DE MÉXICO,417227.4617,COMPRA,MASCULINO,43.27777778,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
429,92460989.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,3489342.3039999995,COMPRA,MASCULINO,62.14166667,NO ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
430,92522291.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,127589.3737,VENTA,FEMENINO,57.65833333,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
431,92528900.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,1970256.244,DEPOSITO,MASCULINO,65.35555556,NO ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
432,92559806.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,0.0,VENTA,FEMENINO,46.14444444,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
433,92594340.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,3104419.575,RETIRO,MASCULINO,91.13333333,NO ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
434,92663186.0,1.0,BANCO,GBMCRE,CIUDAD DE MÉXICO,134706.04,VENTA,FEMENINO,56.80555556,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
435,92786797.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,1002427.923,RETIRO,FEMENINO,67.91944444,NO ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
436,92787712.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,66325.67986,VENTA,MASCULINO,41.67777778,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
437,93076370.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,44625.71676,VENTA,FEMENINO,45.26388889,NO ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
438,93511871.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,9095059.993999999,VENTA,FEMENINO,84.79444444,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
439,93536498.0,2.0,CASA DE BOLSA,VTLS-RV   ,CIUDAD DE MÉXICO,349698.46,COMPRA                                                                                              ,MASCULINO,38.37222222,NO ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
440,93556439.0,2.0,CASA DE BOLSA,EFECTIVO,CIUDAD DE MÉXICO,134005.06,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,46.3,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
441,93591030.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,930608.7553,COMPRA,MASCULINO,45.275,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
442,93596633.0,2.0,CASA DE BOLSA,ACTIREN   ,CIUDAD DE MÉXICO,1211.94,VENTA                                                                                               ,MASCULINO,59.21388889,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
443,93668606.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,265855.9032,VENTA,FEMENINO,50.575,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
444,93718591.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,521010.9848,VENTA,FEMENINO,54.25,NO ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
445,93779882.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,2445498.71,RETIRO,MASCULINO,56.65555556,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
446,93785855.0,2.0,CASA DE BOLSA,EFECTIVO,CIUDAD DE MÉXICO,174016.54,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",FEMENINO,48.48611111,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
447,93812139.0,1.0,BANCO,ACTIGOB,CIUDAD DE MÉXICO,333698.8098,VENTA,MASCULINO,60.28333333,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
448,93866812.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,331436.2786,COMPRA,FEMENINO,56.83333333,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
449,93876746.0,1.0,BANCO,ACTVIDA,CIUDAD DE MÉXICO,31772.61207,VENTA,FEMENINO,66.45,NO ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
450,94057080.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,68449.98997000001,COMPRA,FEMENINO,49.50833333,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
451,94075421.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,3310.76616,VENTA,FEMENINO,55.65833333,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
452,94292208.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,38834.4597,COMPRA,FEMENINO,48.58888889,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
453,94309507.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,235877.6715,VENTA,FEMENINO,73.98888889,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
454,94354388.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,11413605.36,RETIRO,MASCULINO,62.46666667,NO ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
455,94601085.0,1.0,BANCO,IMPULSA,CIUDAD DE MÉXICO,74681.24726,VENTA,FEMENINO,47.46111111,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
456,94827755.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,1089363.0929999999,VENTA,FEMENINO,46.96666667,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
457,94950987.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,0.24,DEPOSITO,FEMENINO,44.9,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
458,95101143.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,77890.50945,COMPRA,MASCULINO,37.65,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
459,95263166.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,506544.7879,VENTA,FEMENINO,32.50833333,NO ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
460,95309464.0,1.0,BANCO,ACTICRE,CIUDAD DE MÉXICO,447005.1722,COMPRA,MASCULINO,41.3,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
461,95457206.0,2.0,CASA DE BOLSA,EFECTIVO,CIUDAD DE MÉXICO,827015.2,"RET, TRASPASO ENTRE CONTRATOS                                                                       ",MASCULINO,25.25555556,NO ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
462,95652491.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,394340.4552,COMPRA,MASCULINO,37.83333333,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
463,95672887.0,1.0,BANCO,ACTI500,CIUDAD DE MÉXICO,181084.3814,VENTA,FEMENINO,46.12777778,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
464,95704672.0,1.0,BANCO,CUENTA_EJE,CIUDAD DE MÉXICO,316197.9319,RETIRO,FEMENINO,49.83333333,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
465,95715116.0,1.0,BANCO,ACTIREN,CIUDAD DE MÉXICO,1540435.218,VENTA,FEMENINO,51.11388889,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
466,95813614.0,1.0,BANCO,ACTIMED,CIUDAD DE MÉXICO,1299567.981,VENTA,MASCULINO,47.43888889,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
467,95882437.0,1.0,BANCO,ALTERNA,CIUDAD DE MÉXICO,636845.6481,VENTA,MASCULINO,26.21666667,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
468,95946216.0,1.0,BANCO,IMPULSA,CIUDAD DE MÉXICO,602905.2023,VENTA,FEMENINO,43.17222222,ENROLADO,2020-02-05,CIUDAD DE MÉXICO,19.4285,99.1277
469,90005646.0,2.0,CASA DE BOLSA,EFECTIVO,CIUDAD DE MÉXICO,10607.98,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",FEMENINO,51.96666667,NO ENROLADO,2020-03-05,CIUDAD DE MÉXICO,19.4285,99.1277
