CLAVE_CLIENTE,CVE_UNIDAD_NEGOCIO,UNIDAD_NEGOCIO,EMISORA_FONDO,DESC_CE_FINANCIERO,SALDO_CLIENTE,TIPO_OPERACION,GENERO,Edad,ENROLADO
92197060,2,CASA DE BOLSA,EFECTIVO,Ciudad de Mexico,307422.39,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",FEMENINO,33,NO ENROLADO
92197144,1,BANCO,CUENTA_EJE,Ciudad de Mexico,164492.1256,RETIRO,FEMENINO,42,ENROLADO
92198829,1,BANCO,ACTI500,Cuernavaca,621615.3304,VENTA,MASCULINO,72,ENROLADO
92199462,1,BANCO,ACTIPLU,Ciudad de Mexico,36369.23719,VENTA,FEMENINO,51,NO ENROLADO
92201631,1,BANCO,ACTIREN,Chihuahua,0,VENTA,MASCULINO,60,ENROLADO
92202647,1,BANCO,ALTERNA,Toluca,1974549.569,COMPRA,FEMENINO,79,ENROLADO
92204932,1,BANCO,ACTIMED,Jalisco,273297.0826,VENTA,MASCULINO,53,ENROLADO
92204940,1,BANCO,ACTVIDA,Jalisco,184529.9823,VENTA,FEMENINO,60,NO ENROLADO
92209063,1,BANCO,ACTI500,Ciudad de Mexico,158369.1883,VENTA,MASCULINO,36,ENROLADO
92211614,1,BANCO,ACTIMED,Monterrey,90908.93211,VENTA,FEMENINO,83,ENROLADO
92212240,1,BANCO,ACTVIDA,Ciudad de Mexico,247609.4556,VENTA,FEMENINO,54,ENROLADO
92215573,1,BANCO,ALTERNA,Ciudad de Mexico,501552.0751,VENTA,MASCULINO,69,ENROLADO
92216811,1,BANCO,ACTIG+,Jalisco,1547693.59,VENTA,MASCULINO,63,NO ENROLADO
92218270,1,BANCO,ALTERNA,Ciudad de Mexico,102513.0299,VENTA,MASCULINO,37,ENROLADO
92219237,1,BANCO,ACTIMED,Ciudad de Mexico,141757.3808,VENTA,FEMENINO,81,ENROLADO
92219567,1,BANCO,ACTIMED,Jalisco,1077000.382,VENTA,FEMENINO,82,NO ENROLADO
92220078,1,BANCO,CUENTA_EJE,Ciudad de Mexico,20222.08628,RETIRO,FEMENINO,48,ENROLADO
92220771,1,BANCO,ACTIMED,Toluca,42808.89371,VENTA,FEMENINO,50,NO ENROLADO
92224179,1,BANCO,IMPULSA,Jalisco,118104.2983,VENTA,MASCULINO,57,NO ENROLADO
92227529,1,BANCO,ACTIREN,Ciudad de Mexico,2896517.887,COMPRA,MASCULINO,47,ENROLADO
92229996,1,BANCO,ACTIMED,Jalisco,84562.64568,VENTA,FEMENINO,53,NO ENROLADO
92230127,1,BANCO,ACTIMED,Ciudad de Mexico,377802.784,COMPRA,FEMENINO,67,NO ENROLADO
92230481,1,BANCO,SNX,Ciudad de Mexico,1963.233322,COMPRA,FEMENINO,53,ENROLADO
92233527,1,BANCO,ACTIMED,Ciudad de Mexico,320863.6635,VENTA,MASCULINO,53,ENROLADO
92233980,1,BANCO,ACTIMED,Jalisco,21504.8904,VENTA,FEMENINO,63,NO ENROLADO
92234566,1,BANCO,ACTIMED,Ciudad de Mexico,420657.4051,COMPRA,MASCULINO,74,NO ENROLADO
92235514,1,BANCO,ALTERNA,Toluca,261715.6094,VENTA,MASCULINO,62,ENROLADO
92238146,1,BANCO,CUENTA_EJE,Toluca,163707.2837,RETIRO,FEMENINO,51,ENROLADO
92238682,2,CASA DE BOLSA,EFECTIVO,Ciudad de Mexico,211540.27,"RET, TRASPASO ENTRE CONTRATOS                                                                       ",FEMENINO,65,ENROLADO
92239771,1,BANCO,CUENTA_EJE,Toluca,193626.0159,RETIRO,FEMENINO,46,ENROLADO
92241512,1,BANCO,ACTVIDA,Jalisco,281823.8993,VENTA,FEMENINO,38,ENROLADO
92243047,1,BANCO,ACTIMED,Ciudad de Mexico,197759.758,COMPRA,FEMENINO,44,ENROLADO
92245190,1,BANCO,ALTERNA,Jalisco,320981.3909,VENTA,FEMENINO,67,NO ENROLADO
92245430,1,BANCO,ACTIMED,Jalisco,376312.0011,COMPRA,MASCULINO,37,ENROLADO
92249291,1,BANCO,ACTIMED,Ciudad de Mexico,21091.92338,COMPRA,FEMENINO,41,ENROLADO
92249614,1,BANCO,ACTIREN,Ciudad de Mexico,1056316.688,COMPRA,MASCULINO,42,ENROLADO
92251800,1,BANCO,ALTERNA,Ciudad de Mexico,955890.7955,VENTA,FEMENINO,44,ENROLADO
92252089,1,BANCO,ALTERNA,Puebla,2931676.152,COMPRA,FEMENINO,55,NO ENROLADO
92252105,1,BANCO,ALTERNA,Jalisco,140614.37,VENTA,FEMENINO,43,ENROLADO
92252972,1,BANCO,ACTIMED,Ciudad de Mexico,39313.98593,VENTA,FEMENINO,43,ENROLADO
92255751,1,BANCO,EVEREST,Jalisco,102910.91,VENTA,FEMENINO,62,NO ENROLADO
92259159,1,BANCO,ACTIREN,Toluca,492254.792,VENTA,FEMENINO,56,NO ENROLADO
92259183,1,BANCO,CUENTA_EJE,Jalisco,232477.05,RETIRO,MASCULINO,43,ENROLADO
92262930,1,BANCO,IMPULSA,Jalisco,295059.1097,VENTA,FEMENINO,79,NO ENROLADO
92265727,1,BANCO,ACTVIDA,Ciudad de Mexico,128944.8696,VENTA,MASCULINO,59,NO ENROLADO
92266279,1,BANCO,CUENTA_EJE,Ciudad de Mexico,864301.8659,DEPOSITO,FEMENINO,58,NO ENROLADO
92266873,1,BANCO,ACTVIDA,Jalisco,192209.941,VENTA,FEMENINO,53,ENROLADO
92268473,1,BANCO,ACTIMED,Jalisco,336542.0129,COMPRA,FEMENINO,65,NO ENROLADO
92270404,1,BANCO,EVEREST,Ciudad de Mexico,100132.9097,VENTA,FEMENINO,74,ENROLADO
92272269,1,BANCO,IMPULSA,Jalisco,1814260.66,VENTA,FEMENINO,62,ENROLADO
92272608,1,BANCO,IMPULSA,Jalisco,288318.2445,VENTA,FEMENINO,43,ENROLADO
92273150,1,BANCO,ACTIMED,Ciudad de Mexico,130581.186,COMPRA,FEMENINO,62,ENROLADO
92273317,1,BANCO,ACTIMED,Ciudad de Mexico,445596.4431,VENTA,MASCULINO,44,ENROLADO
92274331,1,BANCO,ACTIMED,Ciudad de Mexico,462331.7564,VENTA,MASCULINO,71,ENROLADO
92276724,1,BANCO,ACTIREN,Ciudad de Mexico,85868.49742,COMPRA,FEMENINO,92,NO ENROLADO
92277342,1,BANCO,ACTIGOB,Ciudad de Mexico,15787.25018,VENTA,MASCULINO,39,ENROLADO
92278126,1,BANCO,ACTICRE,Merida,2304592.03,VENTA,MASCULINO,75,NO ENROLADO
92285766,1,BANCO,ACTIMED,Ciudad de Mexico,74570.5755,VENTA,FEMENINO,43,ENROLADO
92286459,2,CASA DE BOLSA,EFECTIVO,Ciudad de Mexico,187528.39,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",FEMENINO,42,ENROLADO
92287945,1,BANCO,CUENTA_EJE,Puebla,0,RETIRO,MASCULINO,45,ENROLADO
92288984,1,BANCO,ACTIMED,Ciudad de Mexico,25630.21539,COMPRA,MASCULINO,36,ENROLADO
92292283,1,BANCO,ACTVIDA,Ciudad de Mexico,250856.4242,COMPRA,FEMENINO,56,ENROLADO
92293141,1,BANCO,CUENTA_EJE,Ciudad de Mexico,164873.4381,RETIRO,MASCULINO,44,ENROLADO
92293208,1,BANCO,ACTIMED,Jalisco,373433.4204,VENTA,FEMENINO,54,NO ENROLADO
92293232,1,BANCO,CUENTA_EJE,Toluca,973032.67,RETIRO,FEMENINO,60,ENROLADO
92295997,1,BANCO,ACTVIDA,Jalisco,307170.1478,VENTA,FEMENINO,62,NO ENROLADO
92296169,1,BANCO,ACTIMED,Ciudad de Mexico,1093530.932,VENTA,FEMENINO,83,NO ENROLADO
92296557,1,BANCO,OPTIMO,Ciudad de Mexico,2190.53,VENTA,MASCULINO,45,ENROLADO
92297613,1,BANCO,ACTIMED,Ciudad de Mexico,654641.4731,VENTA,FEMENINO,91,ENROLADO
92298702,1,BANCO,IMPULSA,Jalisco,135166.73,VENTA,MASCULINO,49,ENROLADO
92304310,1,BANCO,ACTICOB,Jalisco,251312.5097,COMPRA,FEMENINO,56,ENROLADO
92305333,1,BANCO,ACTIMED,Jalisco,316311.5028,VENTA,FEMENINO,63,NO ENROLADO
92306190,1,BANCO,IMPULSA,Jalisco,108829.78,VENTA,FEMENINO,48,ENROLADO
92308592,1,BANCO,ACTIMED,Ciudad de Mexico,86411.07627,VENTA,FEMENINO,47,ENROLADO
92309905,1,BANCO,ACTIMED,Toluca,3366372.019,VENTA,MASCULINO,67,NO ENROLADO
92310259,1,BANCO,CUENTA_EJE,Ciudad de Mexico,430973.91,RETIRO,MASCULINO,74,NO ENROLADO
92310499,1,BANCO,ACTI500,Ciudad de Mexico,291706.4002,VENTA,FEMENINO,67,ENROLADO
92310671,1,BANCO,CUENTA_EJE,Jalisco,110226.8356,RETIRO,FEMENINO,48,NO ENROLADO
92311257,1,BANCO,ALTERNA,Jalisco,443647.8881,VENTA,FEMENINO,70,NO ENROLADO
92316108,1,BANCO,ACTIREN,Ciudad de Mexico,2403760.824,COMPRA,MASCULINO,46,ENROLADO
92320415,1,BANCO,ACTIMED,Jalisco,358173.9952,COMPRA,FEMENINO,58,ENROLADO
92320894,1,BANCO,ACTIMED,Jalisco,55214.18597,VENTA,FEMENINO,66,NO ENROLADO
92324391,1,BANCO,SURASIA,Ciudad de Mexico,128959.553,VENTA,FEMENINO,34,ENROLADO
92324755,1,BANCO,ACTIMED,Ciudad de Mexico,777005.9883,VENTA,MASCULINO,51,ENROLADO
92325158,1,BANCO,ACTIMED,Jalisco,88487.07766,VENTA,FEMENINO,56,NO ENROLADO
92325620,1,BANCO,ACTICOB,Ciudad de Mexico,292661.3845,VENTA,FEMENINO,82,ENROLADO
92326511,1,BANCO,ACTIMED,Aguascalientes,245492.325,VENTA,MASCULINO,73,NO ENROLADO
92326859,1,BANCO,ACTIMED,Ciudad de Mexico,11396127.29,VENTA,MASCULINO,61,ENROLADO
92327527,1,BANCO,ALTERNA,Ciudad de Mexico,125952.7256,VENTA,MASCULINO,31,ENROLADO
92330539,1,BANCO,ACTVIDA,Jalisco,666700.9615,VENTA,FEMENINO,41,ENROLADO
92331412,1,BANCO,ALTERNA,Ciudad de Mexico,390673.7391,COMPRA,MASCULINO,43,ENROLADO
92331545,1,BANCO,ACTVIDA,Ciudad de Mexico,12232.11847,VENTA,FEMENINO,54,NO ENROLADO
92332410,1,BANCO,CUENTA_EJE,Ciudad de Mexico,0,RETIRO,FEMENINO,60,ENROLADO
92333491,1,BANCO,ACTIMED,Ciudad de Mexico,320595.3477,VENTA,MASCULINO,49,ENROLADO
92335017,1,BANCO,ACTVIDA,Jalisco,310559.0553,VENTA,MASCULINO,64,NO ENROLADO
92335223,1,BANCO,ACTIREN,Ciudad de Mexico,570300.5581,VENTA,MASCULINO,60,ENROLADO
92336668,1,BANCO,ACTIREN,Ciudad de Mexico,557088.4487,VENTA,FEMENINO,47,ENROLADO
92338573,1,BANCO,ALTERNA,Jalisco,3014956.518,VENTA,FEMENINO,65,NO ENROLADO
92340611,1,BANCO,ACTIMED,Ciudad de Mexico,201170.532,VENTA,FEMENINO,37,ENROLADO
92341601,1,BANCO,ACTIMED,Ciudad de Mexico,141446.8483,VENTA,FEMENINO,69,NO ENROLADO
92343284,1,BANCO,ACTIMED,Jalisco,50147.3772,VENTA,FEMENINO,43,NO ENROLADO
92343854,1,BANCO,ALTERNA,Jalisco,483004.8324,VENTA,MASCULINO,44,NO ENROLADO
92344357,1,BANCO,ACTIMED,Jalisco,30004.82076,VENTA,FEMENINO,80,ENROLADO
92346360,1,BANCO,ACTINMO,Jalisco,7616.31,VENTA,MASCULINO,72,NO ENROLADO
92347160,1,BANCO,ACTI500,Monterrey,345676.2981,VENTA,MASCULINO,48,ENROLADO
92347749,1,BANCO,IMPULSA,Queretaro,1280891.756,VENTA,MASCULINO,47,ENROLADO
92347863,1,BANCO,ACTIGOB,Jalisco,113502.0231,COMPRA,MASCULINO,44,ENROLADO
92348051,1,BANCO,ACTIMED,Ciudad de Mexico,1062913.584,VENTA,MASCULINO,49,ENROLADO
92349687,1,BANCO,CUENTA_EJE,Ciudad de Mexico,2353922.288,RETIRO,MASCULINO,76,ENROLADO
92350057,1,BANCO,ALTERNA,Ciudad de Mexico,507774.4328,COMPRA,FEMENINO,49,ENROLADO
92351998,1,BANCO,IMPULSA,Jalisco,101475.26,VENTA,MASCULINO,35,ENROLADO
92352459,1,BANCO,ALTERNA,Ciudad de Mexico,528177.7292,VENTA,FEMENINO,59,NO ENROLADO
92352780,1,BANCO,IMPULSA,Jalisco,62237.37,VENTA,MASCULINO,52,NO ENROLADO
92353143,1,BANCO,ACTIMED,Jalisco,188885.0276,TRASPASO IN,FEMENINO,63,NO ENROLADO
92353879,1,BANCO,ACTIMED,Ciudad de Mexico,70723.14192,VENTA,FEMENINO,54,NO ENROLADO
92355510,1,BANCO,ACTVIDA,Ciudad de Mexico,552744.4886,VENTA,FEMENINO,65,NO ENROLADO
92358860,1,BANCO,ACTICOB,Ciudad de Mexico,1586602.626,VENTA,MASCULINO,47,NO ENROLADO
92361989,1,BANCO,IMPULSA,Jalisco,628088.422,VENTA,FEMENINO,72,NO ENROLADO
92364959,1,BANCO,ACTIGOB,Ciudad de Mexico,161505.4914,VENTA,MASCULINO,41,ENROLADO
92370386,1,BANCO,ACTICOB,Queretaro,231855.0796,VENTA,MASCULINO,59,ENROLADO
92370501,1,BANCO,ACTVIDA,Toluca,150644.5809,COMPRA,FEMENINO,53,ENROLADO
92370758,1,BANCO,CUENTA_EJE,Jalisco,44123.71041,DEPOSITO,MASCULINO,30,ENROLADO
92371046,1,BANCO,ACTIMED,Toluca,150936.1514,COMPRA,FEMENINO,75,ENROLADO
92374024,1,BANCO,ACTIMED,Ciudad de Mexico,316649.9448,VENTA,MASCULINO,63,NO ENROLADO
92379874,1,BANCO,ACTIMED,Ciudad de Mexico,132765.7835,VENTA,MASCULINO,26,ENROLADO
92380468,1,BANCO,ACTIMED,Ciudad de Mexico,166028.8047,VENTA,MASCULINO,96,NO ENROLADO
92381078,1,BANCO,ACTIMED,Ciudad de Mexico,195309.3681,VENTA,FEMENINO,46,ENROLADO
92381565,1,BANCO,ACTIMED,Ciudad de Mexico,3986763.471,COMPRA,MASCULINO,33,ENROLADO
92382910,1,BANCO,ACTICOB,Jalisco,104634.45,VENTA,MASCULINO,55,ENROLADO
92384536,1,BANCO,ACTVIDA,Ciudad de Mexico,48173.30723,VENTA,MASCULINO,59,ENROLADO
92386549,1,BANCO,ACTIREN,Jalisco,288348.3297,VENTA,FEMENINO,65,NO ENROLADO
92387117,1,BANCO,ACTIMED,Ciudad de Mexico,141635.3734,VENTA,FEMENINO,72,ENROLADO
92387638,1,BANCO,ACTIMED,Ciudad de Mexico,61781.05602,VENTA,FEMENINO,48,ENROLADO
92390764,1,BANCO,ACTVIDA,Ciudad de Mexico,218936.441,VENTA,FEMENINO,61,ENROLADO
92391184,1,BANCO,ACTIREN,Jalisco,136134.6983,VENTA,MASCULINO,74,NO ENROLADO
92391226,1,BANCO,IMPULSA,Jalisco,851958.7463,VENTA,FEMENINO,36,ENROLADO
92392075,1,BANCO,ACTVIDA,Cuernavaca,335685.06,VENTA,MASCULINO,49,ENROLADO
92392117,1,BANCO,ALTERNA,Jalisco,331258.3244,VENTA,FEMENINO,42,NO ENROLADO
92392729,1,BANCO,CUENTA_EJE,Ciudad de Mexico,37950.66332,RETIRO,FEMENINO,33,ENROLADO
92392877,1,BANCO,ALTERNA,Jalisco,541172.304,VENTA,FEMENINO,80,NO ENROLADO
92393040,1,BANCO,ACTIREN,Ciudad de Mexico,275594.5116,COMPRA,FEMENINO,53,ENROLADO
92395110,1,BANCO,ACTIMED,Ciudad de Mexico,74445.40462,VENTA,MASCULINO,52,NO ENROLADO
92398106,1,BANCO,CUENTA_EJE,Toluca,226456.78,RETIRO,FEMENINO,42,ENROLADO
92401140,1,BANCO,ACTIMED,Ciudad de Mexico,240433.1339,COMPRA,FEMENINO,62,ENROLADO
92402650,1,BANCO,ALTERNA,Ciudad de Mexico,131021.1049,VENTA,FEMENINO,48,ENROLADO
92406057,1,BANCO,ACTIREN,Ciudad de Mexico,4234372.645,VENTA,MASCULINO,58,ENROLADO
92406966,1,BANCO,ACTIGOB,Ciudad de Mexico,4045657.657,VENTA,MASCULINO,42,ENROLADO
92408640,1,BANCO,ACTICOB,Ciudad de Mexico,172146.0754,COMPRA,FEMENINO,59,NO ENROLADO
92409309,1,BANCO,ACTIMED,Cancun,366741.1468,VENTA,MASCULINO,53,ENROLADO
92410950,1,BANCO,ACTIMED,Jalisco,542407.8979,VENTA,FEMENINO,54,NO ENROLADO
92412592,1,BANCO,ACTICRE,Toluca,6982.81752,VENTA,MASCULINO,53,ENROLADO
92412923,1,BANCO,IMPULSA,Jalisco,202374.8925,TRASPASO OUT,FEMENINO,71,NO ENROLADO
92413590,1,BANCO,ACTIMED,Jalisco,209231.6139,VENTA,FEMENINO,57,NO ENROLADO
92414564,1,BANCO,ACTIMED,Ciudad de Mexico,74027.31784,VENTA,FEMENINO,46,ENROLADO
92416049,2,CASA DE BOLSA,ALTERNA   ,Ciudad de Mexico,8271826.021,VENTA                                                                                               ,FEMENINO,53,ENROLADO
92416916,1,BANCO,CUENTA_EJE,Ciudad de Mexico,358219.6478,RETIRO,FEMENINO,40,ENROLADO
92418243,1,BANCO,ACTIREN,Ciudad de Mexico,887103.3509,VENTA,FEMENINO,74,ENROLADO
92419050,1,BANCO,ACTIMED,Jalisco,813586.7369,VENTA,MASCULINO,38,ENROLADO
92422062,1,BANCO,CUENTA_EJE,Ciudad de Mexico,0,RETIRO,FEMENINO,49,ENROLADO
92422401,1,BANCO,ACTIMED,Toluca,615961.4624,VENTA,FEMENINO,65,ENROLADO
92422500,1,BANCO,CUENTA_EJE,Ciudad de Mexico,1159855.299,RETIRO,MASCULINO,50,ENROLADO
92425149,2,CASA DE BOLSA,EFECTIVO,Queretaro,2010370.46,"RET, TRASPASO ENTRE CONTRATOS                                                                       ",FEMENINO,81,ENROLADO
92425180,1,BANCO,ACTIMED,Jalisco,2066486.306,VENTA,MASCULINO,50,ENROLADO
92425420,1,BANCO,ACTIMED,Ciudad de Mexico,321598.9754,COMPRA,FEMENINO,69,ENROLADO
92425750,1,BANCO,ACTIMED,Ciudad de Mexico,153265.0301,VENTA,FEMENINO,41,NO ENROLADO
92426881,1,BANCO,ACTICOB,Jalisco,12837.39134,VENTA,MASCULINO,65,NO ENROLADO
92430347,1,BANCO,ACTIMED,Toluca,86536.11715,COMPRA,FEMENINO,43,ENROLADO
92436096,1,BANCO,MAXIMO,Ciudad de Mexico,152696.0739,VENTA,MASCULINO,45,ENROLADO
92437573,1,BANCO,ACTVIDA,Queretaro,1407057.812,VENTA,MASCULINO,64,ENROLADO
92437961,1,BANCO,ACTIMED,Jalisco,3972859.392,COMPRA,MASCULINO,45,ENROLADO
92439637,1,BANCO,ACTVIDA,Ciudad de Mexico,67217.34907,VENTA,FEMENINO,56,ENROLADO
92440916,1,BANCO,CUENTA_EJE,Toluca,1028484.963,RETIRO,MASCULINO,47,ENROLADO
92441856,1,BANCO,ACTIMED,Leon,222528.1281,VENTA,MASCULINO,78,NO ENROLADO
92444595,1,BANCO,ACTIMED,Monterrey,76628.06867,COMPRA,MASCULINO,38,ENROLADO
92445154,1,BANCO,ALTERNA,Ciudad de Mexico,874871.7172,VENTA,MASCULINO,64,ENROLADO
92447911,1,BANCO,DINAMO,Jalisco,274041.6309,VENTA,FEMENINO,80,NO ENROLADO
92451806,1,BANCO,ALTERNA,Jalisco,656074.9467,VENTA,FEMENINO,69,NO ENROLADO
92453588,1,BANCO,IMPULSA,Jalisco,25647.75,VENTA,FEMENINO,34,ENROLADO
92456581,1,BANCO,ACTIMED,Ciudad de Mexico,127760.691,VENTA,MASCULINO,60,NO ENROLADO
92456920,1,BANCO,IMPULSA,Ciudad de Mexico,33783.71167,COMPRA,FEMENINO,42,ENROLADO
92457050,1,BANCO,ACTICRE,Ciudad de Mexico,120768.91,VENTA,MASCULINO,73,NO ENROLADO
92457225,1,BANCO,ACTIMED,Ciudad de Mexico,221462.7157,VENTA,MASCULINO,59,ENROLADO
92460989,1,BANCO,ACTIREN,Ciudad de Mexico,3172584.044,VENTA,MASCULINO,62,NO ENROLADO
92462027,1,BANCO,ACTVIDA,Ciudad de Mexico,14222.07,VENTA,FEMENINO,46,ENROLADO
92462266,1,BANCO,ALTERNA,Toluca,256479.8828,VENTA,MASCULINO,77,ENROLADO
92473321,1,BANCO,CUENTA_EJE,Queretaro,20291.97309,RETIRO,MASCULINO,70,ENROLADO
92475201,1,BANCO,ACTVIDA,Ciudad de Mexico,230955.5713,VENTA,FEMENINO,60,ENROLADO
92479880,1,BANCO,ALTERNA,Jalisco,414410.5845,VENTA,FEMENINO,56,ENROLADO
92480433,1,BANCO,ALTERNA,Jalisco,636317.7568,VENTA,FEMENINO,67,ENROLADO
92487057,1,BANCO,ACTI500,Ciudad de Mexico,131452.4955,VENTA,FEMENINO,46,ENROLADO
92487446,1,BANCO,CUENTA_EJE,Ciudad de Mexico,50113.26737,RETIRO,MASCULINO,49,NO ENROLADO
92489921,1,BANCO,CUENTA_EJE,Jalisco,344833.1907,DEPOSITO,FEMENINO,43,NO ENROLADO
92492917,1,BANCO,ACTIREN,Jalisco,141812.5804,COMPRA,MASCULINO,49,NO ENROLADO
92499722,1,BANCO,ACTIMED,Jalisco,59261.70788,VENTA,FEMENINO,43,NO ENROLADO
92500339,1,BANCO,ACTIMED,Ciudad de Mexico,8469.95,VENTA,MASCULINO,40,ENROLADO
92501568,1,BANCO,ACTIMED,Jalisco,288321.553,VENTA,FEMENINO,52,ENROLADO
92504307,1,BANCO,CUENTA_EJE,Ciudad de Mexico,704458.61,RETIRO,MASCULINO,63,ENROLADO
92504687,1,BANCO,EVEREST,Ciudad de Mexico,387874.8684,VENTA,FEMENINO,79,ENROLADO
92506765,1,BANCO,ACTIMED,Ciudad de Mexico,1924471.01,COMPRA,FEMENINO,59,ENROLADO
92508407,1,BANCO,ACTIMED,Toluca,57123.21968,VENTA,FEMENINO,49,ENROLADO
92514678,1,BANCO,CUENTA_EJE,Ciudad de Mexico,362666.184,RETIRO,MASCULINO,65,ENROLADO
92517598,1,BANCO,ACTIG+,Jalisco,240136.543,VENTA,FEMENINO,50,ENROLADO
92518109,1,BANCO,ACTIMED,Ciudad de Mexico,1658635.552,VENTA,MASCULINO,72,ENROLADO
92520931,1,BANCO,DINAMO,Ciudad de Mexico,140427.1544,VENTA,FEMENINO,35,ENROLADO
92522291,1,BANCO,ACTIMED,Ciudad de Mexico,138467.2477,VENTA,FEMENINO,58,ENROLADO
92527316,1,BANCO,CUENTA_EJE,Toluca,0,RETIRO,MASCULINO,49,NO ENROLADO
92528454,1,BANCO,ACTIMED,Jalisco,284006.0481,VENTA,MASCULINO,34,NO ENROLADO
92528900,1,BANCO,CUENTA_EJE,Ciudad de Mexico,1970256.244,DEPOSITO,MASCULINO,65,NO ENROLADO
92530047,1,BANCO,ACTIMED,Jalisco,823108.4324,COMPRA,MASCULINO,45,ENROLADO
92530575,1,BANCO,EVEREST,Ciudad de Mexico,6602.600248,VENTA,FEMENINO,75,NO ENROLADO
92531706,1,BANCO,ACTIMED,Queretaro,311143.8562,COMPRA,FEMENINO,49,ENROLADO
92532068,1,BANCO,ACTIMED,Toluca,58069.25945,VENTA,MASCULINO,79,NO ENROLADO
92532605,1,BANCO,CUENTA_EJE,Ciudad de Mexico,2635000,RETIRO,MASCULINO,45,ENROLADO
92532761,1,BANCO,ACTIMED,Jalisco,80614.70328,VENTA,MASCULINO,43,NO ENROLADO
92534825,1,BANCO,IMPULSA,Jalisco,308725.8794,VENTA,MASCULINO,68,NO ENROLADO
92535772,1,BANCO,ACTICOB,Ciudad de Mexico,621121.5643,TRASPASO OUT,FEMENINO,92,NO ENROLADO
92537125,1,BANCO,ACTIMED,Saltillo,98230.90854,VENTA,MASCULINO,41,ENROLADO
92540400,1,BANCO,ALTERNA,Ciudad de Mexico,458680.3671,VENTA,FEMENINO,72,NO ENROLADO
92541168,1,BANCO,ACTICOB,Toluca,3782205.986,COMPRA,MASCULINO,55,NO ENROLADO
92543222,1,BANCO,OPORT1,Jalapa,551867.3489,COMPRA,MASCULINO,46,ENROLADO
92543354,1,BANCO,ACTIREN,Ciudad de Mexico,225529.1601,VENTA,MASCULINO,59,ENROLADO
92543784,1,BANCO,IMPULSA,Jalisco,1175813.151,VENTA,FEMENINO,54,ENROLADO
92545409,1,BANCO,IMPULSA,Jalisco,447452.5379,VENTA,MASCULINO,71,ENROLADO
92552702,1,BANCO,ACTIMED,Jalisco,66433.51261,VENTA,FEMENINO,54,NO ENROLADO
92553478,1,BANCO,EVEREST,Ciudad de Mexico,15618.52187,VENTA,FEMENINO,49,NO ENROLADO
92554237,1,BANCO,IMPULSA,Jalisco,106656.508,VENTA,MASCULINO,58,NO ENROLADO
92557883,1,BANCO,ALTERNA,Ciudad de Mexico,353115.4931,VENTA,FEMENINO,47,ENROLADO
92558113,1,BANCO,ACTIMED,Ciudad de Mexico,92129.24748,VENTA,FEMENINO,32,NO ENROLADO
92559293,1,BANCO,CUENTA_EJE,Tijuana,40610.97844,RETIRO,MASCULINO,37,ENROLADO
92559806,1,BANCO,ACTIREN,Ciudad de Mexico,0,VENTA,FEMENINO,46,ENROLADO
92559814,1,BANCO,ACTIMED,Ciudad de Mexico,55361.39365,COMPRA,FEMENINO,32,ENROLADO
92560416,1,BANCO,ACTIMED,Jalisco,157539.9261,COMPRA,FEMENINO,40,ENROLADO
92562313,1,BANCO,IMPULSA,Jalisco,1286777.07,VENTA,FEMENINO,36,ENROLADO
92565050,1,BANCO,SNX,Ciudad de Mexico,124195.4471,COMPRA,MASCULINO,23,ENROLADO
92565605,1,BANCO,CUENTA_EJE,Ciudad de Mexico,1576283.519,RETIRO,FEMENINO,51,NO ENROLADO
92565878,1,BANCO,ALTERNA,Ciudad de Mexico,680962.41,VENTA,FEMENINO,63,ENROLADO
92567205,2,CASA DE BOLSA,EFECTIVO,Ciudad de Mexico,400076.81,"RET, TRASPASO ENTRE CONTRATOS                                                                       ",MASCULINO,67,ENROLADO
92567957,1,BANCO,ACTIGOB,Ciudad de Mexico,848334.5135,COMPRA,MASCULINO,37,NO ENROLADO
92568450,2,CASA DE BOLSA,ACTICRE   ,Ciudad de Mexico,5063363.71,VENTA                                                                                               ,FEMENINO,70,NO ENROLADO
92573617,1,BANCO,CUENTA_EJE,Toluca,1161605.533,RETIRO,FEMENINO,19,ENROLADO
92574052,1,BANCO,CUENTA_EJE,Ciudad de Mexico,53781.51307,RETIRO,FEMENINO,46,ENROLADO
92575596,1,BANCO,ACTIMED,Jalisco,65230.34809,COMPRA,MASCULINO,40,ENROLADO
92576446,1,BANCO,ACTICRE,Aguascalientes,56068.94049,VENTA,MASCULINO,45,ENROLADO
92577055,1,BANCO,ACTIMED,Jalisco,1257929.719,VENTA,MASCULINO,40,ENROLADO
92578889,1,BANCO,CUENTA_EJE,Ciudad de Mexico,446659.3917,RETIRO,MASCULINO,63,ENROLADO
92579036,1,BANCO,ACTVIDA,Ciudad de Mexico,387765.9347,VENTA,FEMENINO,43,ENROLADO
92580216,1,BANCO,ACTIGOB,Cancun,1490577.883,VENTA,FEMENINO,51,ENROLADO
92580471,1,BANCO,EVEREST,Monterrey,55498.68,VENTA,FEMENINO,38,NO ENROLADO
92582790,1,BANCO,ALTERNA,Jalisco,1853766.509,VENTA,FEMENINO,48,ENROLADO
92583145,1,BANCO,ACTIMED,Tijuana,19071.62,VENTA,MASCULINO,84,NO ENROLADO
