CLAVE_CLIENTE,CVE_UNIDAD_NEGOCIO,UNIDAD_NEGOCIO,EMISORA_FONDO,DESC_CE_FINANCIERO,SALDO_CLIENTE,TIPO_OPERACION,GENERO,Edad,ENROLADO
94016276,1,BANCO,CUENTA_EJE,Jalisco,1333000,RETIRO,MASCULINO,67,NO ENROLADO
94016292,1,BANCO,ALTERNA,Ciudad de Mexico,702906.0841,VENTA,FEMENINO,65,NO ENROLADO
94017274,1,BANCO,ACTIMED,Ciudad de Mexico,131803.1954,VENTA,FEMENINO,66,NO ENROLADO
94017514,1,BANCO,ACTVIDA,Toluca,520709.1091,VENTA,FEMENINO,62,ENROLADO
94022050,1,BANCO,ALTERNA,Ciudad de Mexico,139068.059,VENTA,MASCULINO,77,NO ENROLADO
94023033,1,BANCO,ACTICOB,Jalisco,479343.741,VENTA,FEMENINO,71,NO ENROLADO
94025020,1,BANCO,ACTIMED,Ciudad de Mexico,1014721.523,VENTA,FEMENINO,69,NO ENROLADO
94025962,1,BANCO,ACTIMED,Jalisco,583075.5213,COMPRA,FEMENINO,82,NO ENROLADO
94027695,1,BANCO,SNX,Toluca,506546.641,COMPRA,FEMENINO,56,ENROLADO
94028206,1,BANCO,ACTIMED,Queretaro,168281.2594,VENTA,MASCULINO,81,ENROLADO
94030749,1,BANCO,ACTICOB,Jalisco,80024.14744,VENTA,MASCULINO,78,ENROLADO
94030921,1,BANCO,IMPULSA,Jalisco,188334.0697,VENTA,MASCULINO,74,ENROLADO
94032877,1,BANCO,ACTVIDA,Toluca,249076.6807,VENTA,FEMENINO,93,NO ENROLADO
94039898,1,BANCO,IMPULSA,Jalisco,214745.6947,VENTA,MASCULINO,74,ENROLADO
94040037,1,BANCO,IMPULSA,Ciudad de Mexico,1701347.635,COMPRA,MASCULINO,55,NO ENROLADO
94040565,1,BANCO,ACTIREN,Ciudad de Mexico,288474.7698,COMPRA,FEMENINO,45,ENROLADO
94040722,1,BANCO,ACTIMED,Ciudad de Mexico,194570.9041,COMPRA,MASCULINO,38,ENROLADO
94041415,1,BANCO,ACTIMED,Ciudad de Mexico,1426535.511,VENTA,FEMENINO,56,NO ENROLADO
94043676,1,BANCO,ACTIMED,Jalisco,486800.243,VENTA,FEMENINO,38,ENROLADO
94043684,1,BANCO,ACTIMED,Toluca,19758.1,VENTA,FEMENINO,70,NO ENROLADO
94046547,1,BANCO,ACTIMED,Toluca,157915.1628,VENTA,FEMENINO,85,NO ENROLADO
94049269,1,BANCO,ALTERNA,Ciudad de Mexico,701608.8615,VENTA,MASCULINO,53,NO ENROLADO
94051307,1,BANCO,ACTIMED,Ciudad de Mexico,7659.845548,COMPRA,MASCULINO,59,ENROLADO
94052206,1,BANCO,GBMCRE,Ciudad de Mexico,128283.7573,VENTA,MASCULINO,71,NO ENROLADO
94056231,1,BANCO,ACTVIDA,Ciudad de Mexico,113807.0333,VENTA,FEMENINO,62,ENROLADO
94057080,1,BANCO,ACTIMED,Ciudad de Mexico,63943.31657,COMPRA,FEMENINO,50,ENROLADO
94058047,1,BANCO,ACTIMED,Jalisco,355478.9231,COMPRA,MASCULINO,37,ENROLADO
94058765,1,BANCO,ACTIMED,Queretaro,1807875.476,COMPRA,FEMENINO,75,NO ENROLADO
94059920,1,BANCO,ACTVIDA,Jalisco,335894.0699,VENTA,MASCULINO,58,NO ENROLADO
94060365,1,BANCO,ACTIMED,Ciudad de Mexico,133311.94,VENTA,FEMENINO,51,ENROLADO
94061272,1,BANCO,ACTIMED,Ciudad de Mexico,3624.706581,VENTA,FEMENINO,71,ENROLADO
94061934,1,BANCO,ACTIMED,Ciudad de Mexico,369744.3844,COMPRA,FEMENINO,81,NO ENROLADO
94062981,1,BANCO,PROTEGE,Queretaro,352079.9657,VENTA,MASCULINO,57,ENROLADO
94064375,2,CASA DE BOLSA,EFECTIVO,Toluca,467986.72,"RET, TRASPASO ENTRE CONTRATOS                                                                       ",FEMENINO,46,ENROLADO
94065109,1,BANCO,ACTIMED,Ciudad de Mexico,15633.9502,VENTA,FEMENINO,31,ENROLADO
94066339,1,BANCO,ACTIVAR,Ciudad de Mexico,446560.3279,VENTA,MASCULINO,48,ENROLADO
94070547,2,CASA DE BOLSA,IMPULSA   ,Ciudad de Mexico,519324.15,VENTA                                                                                               ,MASCULINO,37,ENROLADO
94071438,1,BANCO,CUENTA_EJE,Ciudad de Mexico,464084.11,RETIRO,MASCULINO,49,ENROLADO
94075421,1,BANCO,ALTERNA,Ciudad de Mexico,3310.76616,VENTA,FEMENINO,56,ENROLADO
94077575,1,BANCO,ACTIVAR,Ciudad de Mexico,169851.4622,VENTA,MASCULINO,84,ENROLADO
94078151,1,BANCO,ACTIREN,Ciudad de Mexico,4105.02,VENTA,MASCULINO,48,ENROLADO
94081122,1,BANCO,ACTIMED,Jalisco,613742.0471,VENTA,FEMENINO,53,NO ENROLADO
94083623,2,CASA DE BOLSA,EFECTIVO,Ciudad de Mexico,110537.85,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",FEMENINO,71,NO ENROLADO
94085073,1,BANCO,ACTIREN,Ciudad de Mexico,6182.3,VENTA,MASCULINO,48,ENROLADO
94086121,1,BANCO,ACTICRE,Aguascalientes,1090597.758,VENTA,MASCULINO,64,ENROLADO
94086766,1,BANCO,ACTICOB,Jalisco,119799.06,VENTA,FEMENINO,38,NO ENROLADO
94087608,1,BANCO,IMPULSA,Queretaro,687247.2927,VENTA,FEMENINO,67,ENROLADO
94089018,1,BANCO,ACTIMED,Jalisco,291275.6433,VENTA,FEMENINO,49,ENROLADO
94090065,1,BANCO,ACTI500,Ciudad de Mexico,293593.8064,VENTA,MASCULINO,48,ENROLADO
94091337,1,BANCO,ACTIREN,Toluca,34017.59244,VENTA,FEMENINO,50,NO ENROLADO
94091584,1,BANCO,ACTVIDA,Jalisco,206486.255,VENTA,FEMENINO,34,ENROLADO
94093721,2,CASA DE BOLSA,SALUD     ,Ciudad de Mexico,6864281.511,VENTA                                                                                               ,MASCULINO,72,ENROLADO
94094570,1,BANCO,MAXIMO,Ciudad de Mexico,386603.4114,COMPRA,FEMENINO,42,ENROLADO
94096914,1,BANCO,ACTIMED,Toluca,1792972.405,VENTA,MASCULINO,44,ENROLADO
94099454,2,CASA DE BOLSA,CHK       ,Cancun,8348025.598,COMPRA                                                                                              ,MASCULINO,41,ENROLADO
94101557,1,BANCO,ACTIMED,Ciudad de Mexico,1821005.469,VENTA,MASCULINO,53,ENROLADO
94104569,1,BANCO,ACTIMED,Jalisco,600409.4262,VENTA,MASCULINO,58,ENROLADO
94107570,1,BANCO,ACTIREN,Aguascalientes,197652.5758,COMPRA,FEMENINO,80,NO ENROLADO
94110368,1,BANCO,ACTIREN,Ciudad de Mexico,121402.936,VENTA,MASCULINO,47,ENROLADO
94111804,1,BANCO,CUENTA_EJE,Pachuca,1208518.705,DEPOSITO,FEMENINO,45,ENROLADO
94112737,1,BANCO,ACTIMED,Jalisco,2114545.294,COMPRA,MASCULINO,49,ENROLADO
94114709,1,BANCO,OPTIMO,Ciudad de Mexico,405715.3503,VENTA,FEMENINO,61,ENROLADO
94115441,1,BANCO,ACTIMED,Puebla,5.32,VENTA,MASCULINO,69,ENROLADO
94116100,1,BANCO,ACTICRE,Ciudad Victoria,2829317.05,VENTA,MASCULINO,50,ENROLADO
94116571,1,BANCO,ACTIREN,Ciudad de Mexico,258681.7472,VENTA,FEMENINO,70,NO ENROLADO
94117512,1,BANCO,CUENTA_EJE,Jalisco,1923000.583,RETIRO,MASCULINO,53,ENROLADO
94119229,1,BANCO,IMPULSA,Toluca,559891.2672,VENTA,FEMENINO,71,ENROLADO
94121126,1,BANCO,ACTIMED,Chihuahua,28217.5352,VENTA,MASCULINO,41,ENROLADO
94122983,1,BANCO,ACTIMED,Jalisco,135795.3857,VENTA,FEMENINO,73,NO ENROLADO
94123957,2,CASA DE BOLSA,ACTICRE   ,Ciudad de Mexico,52337367.22,VENTA                                                                                               ,MASCULINO,77,ENROLADO
94124773,1,BANCO,IMPULSA,Tijuana,1057739.523,COMPRA,FEMENINO,70,ENROLADO
94128154,1,BANCO,ACTIMED,Jalisco,1269.46,VENTA,FEMENINO,89,NO ENROLADO
94128386,1,BANCO,ACTI500,Ciudad de Mexico,2914307.124,VENTA,FEMENINO,59,NO ENROLADO
94131059,1,BANCO,ALTERNA,Ciudad de Mexico,531999.6891,VENTA,MASCULINO,44,ENROLADO
94131125,1,BANCO,CUENTA_EJE,Ciudad de Mexico,300049.4568,RETIRO,MASCULINO,43,ENROLADO
94133436,1,BANCO,ACTICOB,Jalisco,73389.77215,VENTA,FEMENINO,44,NO ENROLADO
94133543,1,BANCO,ALTERNA,Ciudad de Mexico,102121.336,VENTA,FEMENINO,78,NO ENROLADO
94134475,1,BANCO,ACTIMED,Ciudad de Mexico,533551.0075,COMPRA,FEMENINO,48,NO ENROLADO
94136744,1,BANCO,ALTERNA,Ciudad de Mexico,376543.7407,VENTA,FEMENINO,82,ENROLADO
94138484,1,BANCO,ACTIREN,Ciudad de Mexico,1032.045836,VENTA,MASCULINO,48,ENROLADO
94141801,2,CASA DE BOLSA,ACTIMED   ,Hermosillo,596869.71,VENTA                                                                                               ,MASCULINO,29,ENROLADO
94142627,1,BANCO,ACTIMED,Monterrey,669947.5278,VENTA,FEMENINO,67,ENROLADO
94142742,1,BANCO,ACTIMED,Jalisco,858595.3427,VENTA,MASCULINO,50,ENROLADO
94142791,1,BANCO,ACTIREN,Jalisco,692478.4863,COMPRA,FEMENINO,45,ENROLADO
94144797,1,BANCO,ACTINMO,Toluca,340647.8162,VENTA,FEMENINO,71,NO ENROLADO
94145067,1,BANCO,ALTERNA,Jalisco,152563.7152,VENTA,MASCULINO,62,ENROLADO
94145182,2,CASA DE BOLSA,EFECTIVO,Ciudad de Mexico,1514809.61,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",FEMENINO,72,NO ENROLADO
94145661,1,BANCO,ACTIREN,Toluca,777165.4298,VENTA,MASCULINO,41,ENROLADO
94148327,1,BANCO,ACTIMED,Ciudad de Mexico,111846.2672,COMPRA,MASCULINO,52,ENROLADO
94149218,1,BANCO,ACTIMED,Jalisco,281278.4403,VENTA,MASCULINO,72,NO ENROLADO
94151909,1,BANCO,ACTIREN,Ciudad de Mexico,22826555.94,COMPRA,MASCULINO,41,ENROLADO
94152543,1,BANCO,ACTIREN,Toluca,1276557.542,VENTA,FEMENINO,52,NO ENROLADO
94153228,1,BANCO,ACTIMED,Jalisco,38314.67125,VENTA,FEMENINO,57,NO ENROLADO
94154663,1,BANCO,ALTERNA,Ciudad de Mexico,566473.6925,COMPRA,MASCULINO,37,ENROLADO
94155462,1,BANCO,ACTIREN,Toluca,554908.6761,VENTA,MASCULINO,70,ENROLADO
94155942,1,BANCO,ACTIREN,Ciudad de Mexico,952222.4846,COMPRA,MASCULINO,54,ENROLADO
94156429,1,BANCO,ACTIMED,Jalisco,852312.1962,VENTA,MASCULINO,59,NO ENROLADO
94156890,1,BANCO,ACTIREN,Ciudad de Mexico,1039515.996,COMPRA,FEMENINO,39,ENROLADO
94159290,1,BANCO,ACTIMED,Ciudad de Mexico,679317.5815,COMPRA,FEMENINO,39,ENROLADO
94160694,1,BANCO,ACTIREN,Ciudad de Mexico,77844.36205,VENTA,FEMENINO,50,ENROLADO
94161585,1,BANCO,DINAMO,Jalisco,38390.65514,VENTA,MASCULINO,52,NO ENROLADO
94162278,2,CASA DE BOLSA,EFECTIVO,Ciudad de Mexico,7198844.73,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,48,NO ENROLADO
94165149,1,BANCO,ACTIMED,Ciudad de Mexico,1692998.562,VENTA,MASCULINO,63,NO ENROLADO
94166576,1,BANCO,ACTIREN,Ciudad de Mexico,205295.1642,VENTA,MASCULINO,63,ENROLADO
94167053,2,CASA DE BOLSA,EFECTIVO,Ciudad de Mexico,814724.87,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",FEMENINO,85,NO ENROLADO
94168366,1,BANCO,IMPULSA,Jalisco,387629.3592,VENTA,FEMENINO,64,NO ENROLADO
94169570,1,BANCO,ACTIMED,Monterrey,388579.4959,COMPRA,MASCULINO,39,ENROLADO
94170131,1,BANCO,ACTIMED,Ciudad de Mexico,24258.93269,COMPRA,FEMENINO,59,ENROLADO
94170149,1,BANCO,ACTIREN,Toluca,96279.36,VENTA,FEMENINO,46,ENROLADO
94170354,1,BANCO,IMPULSA,Ciudad de Mexico,785015.7599,VENTA,FEMENINO,86,NO ENROLADO
94171352,1,BANCO,CUENTA_EJE,Jalisco,199655.9753,RETIRO,FEMENINO,55,NO ENROLADO
94172350,1,BANCO,OPORT1,Ciudad de Mexico,535138.6489,COMPRA,MASCULINO,89,ENROLADO
94174950,1,BANCO,ALTERNA,Ciudad de Mexico,39917.51287,VENTA,FEMENINO,48,NO ENROLADO
94175072,1,BANCO,ACTI500,Ciudad de Mexico,127025.4237,VENTA,FEMENINO,64,NO ENROLADO
94176559,1,BANCO,ACTIREN,Ciudad de Mexico,251671.9762,VENTA,FEMENINO,41,ENROLADO
94176906,1,BANCO,ALTERNA,Toluca,31737.12775,VENTA,MASCULINO,60,ENROLADO
94177714,1,BANCO,ACTIMED,Jalisco,134149.3368,COMPRA,MASCULINO,78,NO ENROLADO
94184959,1,BANCO,CUENTA_EJE,Ciudad de Mexico,326644.3981,RETIRO,FEMENINO,46,ENROLADO
94186038,2,CASA DE BOLSA,ALTERNA   ,Ciudad de Mexico,1727426.53,VENTA                                                                                               ,MASCULINO,75,ENROLADO
94186053,1,BANCO,ACTICOB,Jalisco,1186907.231,COMPRA,MASCULINO,54,ENROLADO
94188984,1,BANCO,CUENTA_EJE,Jalisco,202784.19,RETIRO,FEMENINO,60,NO ENROLADO
94189149,1,BANCO,IMPULSA,Toluca,2624484.56,COMPRA,FEMENINO,46,ENROLADO
94190949,1,BANCO,PROTEGE,Culiacan,114170.3144,VENTA,FEMENINO,48,ENROLADO
94191434,1,BANCO,CUENTA_EJE,Ciudad de Mexico,1662805.67,RETIRO,FEMENINO,64,ENROLADO
94192663,1,BANCO,ACTIREN,Ciudad de Mexico,10649.89036,VENTA,FEMENINO,58,ENROLADO
94195682,1,BANCO,ACTIREN,Ciudad de Mexico,48161.36319,VENTA,FEMENINO,43,ENROLADO
94195716,1,BANCO,ACTIREN,Ciudad de Mexico,1075784.926,VENTA,MASCULINO,68,ENROLADO
94197845,1,BANCO,CUENTA_EJE,Ciudad de Mexico,194969.23,RETIRO,FEMENINO,60,ENROLADO
94198538,1,BANCO,ACTIREN,Jalisco,1933599.354,VENTA,FEMENINO,75,NO ENROLADO
94199130,2,CASA DE BOLSA,ACTIGOB   ,Ciudad de Mexico,1687444.28,VENTA                                                                                               ,FEMENINO,74,ENROLADO
94202637,1,BANCO,ACTIREN,Ciudad de Mexico,23372.70962,VENTA,MASCULINO,71,ENROLADO
94203023,1,BANCO,CUENTA_EJE,Ciudad de Mexico,1002977.07,RETIRO,MASCULINO,68,NO ENROLADO
94204583,1,BANCO,ACTI500,Ciudad de Mexico,103136.04,VENTA,FEMENINO,40,ENROLADO
94206281,1,BANCO,ACTIMED,Toluca,201544.4308,VENTA,FEMENINO,67,NO ENROLADO
94207123,1,BANCO,ACTICOB,Ciudad de Mexico,203901.77,VENTA,MASCULINO,57,ENROLADO
94208725,1,BANCO,ALTERNA,Ciudad de Mexico,688920.0353,VENTA,MASCULINO,39,ENROLADO
94218575,1,BANCO,ALTERNA,Queretaro,2302180.976,VENTA,MASCULINO,62,ENROLADO
94219938,1,BANCO,ACTIMED,Jalisco,140696.868,COMPRA,FEMENINO,47,NO ENROLADO
94224656,1,BANCO,IMPULSA,Queretaro,264856.069,VENTA,FEMENINO,64,NO ENROLADO
94226966,1,BANCO,ACTIVAR,Toluca,691176.0319,VENTA,MASCULINO,46,ENROLADO
94227113,1,BANCO,ACTIMED,Ciudad de Mexico,3134219.642,VENTA,MASCULINO,72,ENROLADO
94230174,1,BANCO,IMPULSA,Ciudad de Mexico,328531.2611,VENTA,FEMENINO,74,NO ENROLADO
94231164,1,BANCO,ACTIMED,Queretaro,1108001.742,VENTA,FEMENINO,50,ENROLADO
94232774,1,BANCO,ACTIMED,Leon,815089.3195,VENTA,FEMENINO,50,ENROLADO
94235611,1,BANCO,ALTERNA,Morelia,122011.7609,VENTA,MASCULINO,56,NO ENROLADO
94236106,1,BANCO,ACTIMED,Jalisco,420341.1245,VENTA,FEMENINO,87,NO ENROLADO
94237195,1,BANCO,ACTICOB,Jalisco,13164.53,VENTA,FEMENINO,60,NO ENROLADO
94240793,1,BANCO,ACTIMED,Toluca,5179980.686,VENTA,FEMENINO,65,ENROLADO
94241031,2,CASA DE BOLSA,EFECTIVO,Ciudad de Mexico,243720.72,"RET, TRASPASO ENTRE CONTRATOS                                                                       ",FEMENINO,55,ENROLADO
94241833,1,BANCO,ACTIMED,Ciudad de Mexico,105043.688,VENTA,MASCULINO,63,NO ENROLADO
94242450,1,BANCO,ACTIMED,Jalisco,1662.2,VENTA,FEMENINO,45,NO ENROLADO
94242518,1,BANCO,ACTIMED,Jalisco,103835.5226,TRASPASO OUT,FEMENINO,63,ENROLADO
94243177,1,BANCO,ALTERNA,Queretaro,593384.251,VENTA,FEMENINO,46,ENROLADO
94244241,1,BANCO,ACTIREN,Ciudad de Mexico,1085030.959,VENTA,FEMENINO,37,ENROLADO
94244530,1,BANCO,ACTVIDA,Ciudad de Mexico,9443.955179,VENTA,MASCULINO,54,NO ENROLADO
94245032,1,BANCO,ACTIMED,Jalisco,40005.21986,VENTA,FEMENINO,81,NO ENROLADO
94248051,1,BANCO,ACTIGOB,Ciudad de Mexico,1652066.852,VENTA,FEMENINO,80,ENROLADO
94248937,1,BANCO,ACTIMED,Jalisco,3022210.138,VENTA,MASCULINO,72,NO ENROLADO
94249950,1,BANCO,ALTERNA,Ciudad de Mexico,154082.2831,VENTA,MASCULINO,37,ENROLADO
94250040,1,BANCO,CUENTA_EJE,Merida,401586.5692,RETIRO,MASCULINO,61,ENROLADO
94250560,1,BANCO,ACTIMED,Aguascalientes,145963.6245,VENTA,MASCULINO,52,ENROLADO
94251766,1,BANCO,ACTIMED,Ciudad de Mexico,3358887.613,VENTA,FEMENINO,80,ENROLADO
94252293,1,BANCO,ACTIREN,Toluca,553862.313,COMPRA,FEMENINO,42,ENROLADO
94252749,1,BANCO,ACTIMED,Jalisco,129697.6616,VENTA,FEMENINO,72,ENROLADO
94254141,1,BANCO,ACTI500,Ciudad de Mexico,483671.916,COMPRA,FEMENINO,40,ENROLADO
94254901,1,BANCO,IMPULSA,Toluca,377264.68,VENTA,FEMENINO,75,NO ENROLADO
94257557,1,BANCO,IMPULSA,Jalisco,618113.9312,COMPRA,FEMENINO,55,ENROLADO
94262045,1,BANCO,CUENTA_EJE,Ciudad de Mexico,1660563.47,DEPOSITO,FEMENINO,55,ENROLADO
94262383,1,BANCO,ALTERNA,Toluca,461290.7372,VENTA,MASCULINO,79,NO ENROLADO
94263886,1,BANCO,ACTIVAR,Ciudad de Mexico,363306.8594,COMPRA,MASCULINO,49,ENROLADO
94264587,1,BANCO,ACTIMED,Ciudad de Mexico,3288692.785,COMPRA,FEMENINO,70,ENROLADO
94264652,2,CASA DE BOLSA,EFECTIVO,Toluca,36916.54,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,65,ENROLADO
94266525,1,BANCO,ACTI500,Ciudad de Mexico,724667.8913,COMPRA,FEMENINO,52,ENROLADO
94266541,1,BANCO,ACTICOB,Toluca,155973.5095,VENTA,FEMENINO,80,NO ENROLADO
94267846,1,BANCO,ACTIMED,Jalisco,500000.0032,COMPRA,FEMENINO,57,NO ENROLADO
94273026,1,BANCO,ACTIMED,Jalisco,103614.91,VENTA,FEMENINO,74,NO ENROLADO
94273059,1,BANCO,ACTICOB,Ciudad de Mexico,112536.11,VENTA,FEMENINO,58,ENROLADO
94273075,1,BANCO,IMPULSA,Jalisco,1121038.372,COMPRA,FEMENINO,75,ENROLADO
94273554,1,BANCO,IMPULSA,Ciudad de Mexico,194793.789,VENTA,FEMENINO,60,NO ENROLADO
94275575,1,BANCO,ACTIREN,Ciudad de Mexico,12314856.62,VENTA,FEMENINO,48,ENROLADO
94275641,1,BANCO,ACTIREN,Ciudad de Mexico,109970.4694,COMPRA,FEMENINO,41,ENROLADO
94284635,1,BANCO,ACTIMED,Jalisco,125647.2916,VENTA,FEMENINO,47,NO ENROLADO
94287455,1,BANCO,ACTIMED,Queretaro,180303.0863,VENTA,FEMENINO,64,ENROLADO
94288008,1,BANCO,ACTIMED,Queretaro,578210.4944,VENTA,FEMENINO,68,ENROLADO
94288347,1,BANCO,ACTIMED,Jalisco,125821.2534,VENTA,MASCULINO,89,NO ENROLADO
94288834,1,BANCO,ACTIMED,Toluca,47106.63686,VENTA,MASCULINO,61,ENROLADO
94289907,2,CASA DE BOLSA,EFECTIVO,Ciudad de Mexico,678892.15,RETIRO POR PAGO EN VENTANILLA                                                                       ,MASCULINO,70,NO ENROLADO
94291689,1,BANCO,ACTIMED,Ciudad de Mexico,519699.9829,VENTA,MASCULINO,82,NO ENROLADO
94292208,1,BANCO,ACTIMED,Ciudad de Mexico,38834.4597,COMPRA,FEMENINO,49,ENROLADO
94299682,1,BANCO,ACTIMED,Jalisco,340847.9975,VENTA,FEMENINO,51,NO ENROLADO
94301942,1,BANCO,ALTERNA,Toluca,80770.81073,VENTA,MASCULINO,78,ENROLADO
94304862,2,CASA DE BOLSA,GMEXICO   ,Jalisco,589542.5278,COMPRA                                                                                              ,MASCULINO,47,ENROLADO
94307469,1,BANCO,ACTIMED,Ciudad de Mexico,204706.8794,VENTA,FEMENINO,55,ENROLADO
94309481,1,BANCO,IMPULSA,Jalisco,399880.9,VENTA,FEMENINO,74,NO ENROLADO
94309507,1,BANCO,ACTIMED,Ciudad de Mexico,235877.6715,VENTA,FEMENINO,74,ENROLADO
94309887,1,BANCO,ACTI500,Ciudad de Mexico,269969.3973,VENTA,FEMENINO,48,NO ENROLADO
94315181,1,BANCO,CUENTA_EJE,Cancun,699439.8653,RETIRO,MASCULINO,51,ENROLADO
94316494,1,BANCO,ACTIMED,Jalisco,28251.36164,VENTA,MASCULINO,47,NO ENROLADO
94316841,1,BANCO,IMPULSA,Ciudad de Mexico,764193.6893,TRASPASO IN,MASCULINO,86,NO ENROLADO
94327129,1,BANCO,IMPULSA,Jalisco,946953.2971,COMPRA,FEMENINO,76,ENROLADO
94330289,1,BANCO,ACTIREN,Ciudad de Mexico,3391463.555,VENTA,FEMENINO,59,NO ENROLADO
94332863,1,BANCO,ACTVIDA,Ciudad de Mexico,402531.964,COMPRA,MASCULINO,45,ENROLADO
94334737,1,BANCO,ACTIMED,Ciudad de Mexico,307611.2598,COMPRA,FEMENINO,64,NO ENROLADO
94336567,1,BANCO,CUENTA_EJE,Ciudad de Mexico,382785.4271,DEPOSITO,MASCULINO,48,ENROLADO
94346632,1,BANCO,ACTIMED,Ciudad de Mexico,766288.2841,VENTA,FEMENINO,42,ENROLADO
94346988,1,BANCO,ACTIMED,Jalisco,353802.5282,VENTA,MASCULINO,73,ENROLADO
94348661,1,BANCO,CUENTA_EJE,Ciudad de Mexico,4899.24,DEPOSITO,FEMENINO,31,ENROLADO
94349966,1,BANCO,CUENTA_EJE,Ciudad de Mexico,405610.3709,RETIRO,FEMENINO,75,NO ENROLADO
94351731,2,CASA DE BOLSA,EFECTIVO,Ciudad de Mexico,625787.59,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,76,NO ENROLADO
94352903,1,BANCO,ACTIMED,Jalisco,362460.099,VENTA,FEMENINO,80,NO ENROLADO
94354388,1,BANCO,CUENTA_EJE,Ciudad de Mexico,10881840.33,RETIRO,MASCULINO,62,NO ENROLADO
94355062,1,BANCO,ACTIMED,Toluca,70601.92916,VENTA,MASCULINO,49,ENROLADO
94355369,1,BANCO,IMPULSA,Toluca,1319817.586,VENTA,MASCULINO,81,ENROLADO
94357530,1,BANCO,ACTI500,Ciudad de Mexico,37331.09993,VENTA,MASCULINO,39,ENROLADO
94358876,1,BANCO,ACTIREN,Ciudad de Mexico,7506.342438,COMPRA,FEMENINO,54,ENROLADO
94359601,1,BANCO,ACTIMED,Ciudad de Mexico,299253.7758,COMPRA,MASCULINO,67,NO ENROLADO
94360948,1,BANCO,IMPULSA,Jalisco,374924.6415,VENTA,FEMENINO,74,NO ENROLADO
94363447,2,CASA DE BOLSA,ACTIGOB   ,Ciudad de Mexico,574780.68,VENTA                                                                                               ,FEMENINO,69,NO ENROLADO
94368057,1,BANCO,CUENTA_EJE,Queretaro,300000.19,RETIRO,FEMENINO,63,NO ENROLADO
94368370,2,CASA DE BOLSA,EFECTIVO,Toluca,840689.53,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,67,ENROLADO
94370442,1,BANCO,IMPULSA,Jalisco,360529.4176,VENTA,FEMENINO,68,NO ENROLADO
94372844,1,BANCO,ACTIMED,Ciudad de Mexico,93048.80375,VENTA,FEMENINO,60,ENROLADO
94376993,1,BANCO,ALTERNA,Ciudad de Mexico,235709.7383,VENTA,FEMENINO,57,ENROLADO
94378452,1,BANCO,ACTIMED,Ciudad de Mexico,1482115.289,VENTA,MASCULINO,58,ENROLADO
94380805,1,BANCO,SALUD,Ciudad de Mexico,392353.9243,VENTA,MASCULINO,39,ENROLADO
94384716,1,BANCO,ACTIMED,Jalisco,316396.2584,COMPRA,FEMENINO,88,ENROLADO
94386703,1,BANCO,SURCETE,Toluca,1560533.266,VENTA,FEMENINO,68,NO ENROLADO
94387735,1,BANCO,ALTERNA,Ciudad de Mexico,192802.5,VENTA,MASCULINO,74,ENROLADO
94387784,1,BANCO,ALTERNA,Ciudad de Mexico,1362552.466,COMPRA,MASCULINO,61,ENROLADO
94388584,1,BANCO,CUENTA_EJE,Ciudad de Mexico,171.7,RETIRO,FEMENINO,97,NO ENROLADO
94389798,1,BANCO,IMPULSA,Ciudad de Mexico,502798.3795,VENTA,FEMENINO,54,ENROLADO
94391836,1,BANCO,IMPULSA,Jalisco,1840610.865,VENTA,FEMENINO,52,ENROLADO
94392131,2,CASA DE BOLSA,EFECTIVO,Toluca,2752387.33,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,81,ENROLADO
94392230,1,BANCO,ACTI500,Ciudad de Mexico,98317.27594,COMPRA,MASCULINO,37,ENROLADO
94394335,2,CASA DE BOLSA,ACTIREN   ,Ciudad de Mexico,153086.36,COMPRA                                                                                              ,MASCULINO,46,NO ENROLADO
94395738,1,BANCO,IMPULSA,Jalisco,2244177.389,VENTA,FEMENINO,74,ENROLADO
94403557,1,BANCO,CUENTA_EJE,Ciudad de Mexico,1102764.56,RETIRO,FEMENINO,65,ENROLADO
94405180,2,CASA DE BOLSA,EFECTIVO,Ciudad de Mexico,2178670.06,"RET, DEPOSITO EN SU CHEQUERA                                                                        ",MASCULINO,69,NO ENROLADO
94406436,1,BANCO,ALTERNA,Ciudad de Mexico,1461071.148,VENTA,FEMENINO,55,ENROLADO
94409661,1,BANCO,CUENTA_EJE,Ciudad de Mexico,1291251.709,RETIRO,MASCULINO,48,ENROLADO
94412756,1,BANCO,ACTIMED,Ciudad de Mexico,2359781.514,VENTA,FEMENINO,59,ENROLADO
94413135,1,BANCO,ACTIMED,Ciudad de Mexico,404577.779,VENTA,FEMENINO,61,ENROLADO
94417524,1,BANCO,ALTERNA,Jalisco,397373.1102,VENTA,FEMENINO,51,ENROLADO
94418019,1,BANCO,ALTERNA,Ciudad de Mexico,745155.486,COMPRA,MASCULINO,64,NO ENROLADO
