"time","s_Aguascalientes","s_Baja California","s_Baja California Sur","s_Campeche","s_Chiapas","s_Chihuahua","s_Ciudad de Mexico","s_Coahuila de Zaragoza","s_Colima","s_Durango","s_Guanajuato","s_Guerrero","s_Hidalgo","s_Jalisco","s_Mexico","s_Michoacan de Ocampo","s_Morelos","s_Nayarit","s_Nuevo Leon","s_Oaxaca","s_Puebla","s_Queretaro","s_Quintana Roo","s_San Luis Potosi","s_Sinaloa","s_Sonora","s_Tabasco","s_Tamaulipas","s_Tlaxcala","s_Veracruz de Ignacio de la Llave","s_Yucatan","s_Zacatecas","e_Aguascalientes","e_Baja California","e_Baja California Sur","e_Campeche","e_Chiapas","e_Chihuahua","e_Ciudad de Mexico","e_Coahuila de Zaragoza","e_Colima","e_Durango","e_Guanajuato","e_Guerrero","e_Hidalgo","e_Jalisco","e_Mexico","e_Michoacan de Ocampo","e_Morelos","e_Nayarit","e_Nuevo Leon","e_Oaxaca","e_Puebla","e_Queretaro","e_Quintana Roo","e_San Luis Potosi","e_Sinaloa","e_Sonora","e_Tabasco","e_Tamaulipas","e_Tlaxcala","e_Veracruz de Ignacio de la Llave","e_Yucatan","e_Zacatecas","is_Aguascalientes","is_Baja California","is_Baja California Sur","is_Campeche","is_Chiapas","is_Chihuahua","is_Ciudad de Mexico","is_Coahuila de Zaragoza","is_Colima","is_Durango","is_Guanajuato","is_Guerrero","is_Hidalgo","is_Jalisco","is_Mexico","is_Michoacan de Ocampo","is_Morelos","is_Nayarit","is_Nuevo Leon","is_Oaxaca","is_Puebla","is_Queretaro","is_Quintana Roo","is_San Luis Potosi","is_Sinaloa","is_Sonora","is_Tabasco","is_Tamaulipas","is_Tlaxcala","is_Veracruz de Ignacio de la Llave","is_Yucatan","is_Zacatecas","ia_Aguascalientes","ia_Baja California","ia_Baja California Sur","ia_Campeche","ia_Chiapas","ia_Chihuahua","ia_Ciudad de Mexico","ia_Coahuila de Zaragoza","ia_Colima","ia_Durango","ia_Guanajuato","ia_Guerrero","ia_Hidalgo","ia_Jalisco","ia_Mexico","ia_Michoacan de Ocampo","ia_Morelos","ia_Nayarit","ia_Nuevo Leon","ia_Oaxaca","ia_Puebla","ia_Queretaro","ia_Quintana Roo","ia_San Luis Potosi","ia_Sinaloa","ia_Sonora","ia_Tabasco","ia_Tamaulipas","ia_Tlaxcala","ia_Veracruz de Ignacio de la Llave","ia_Yucatan","ia_Zacatecas","r_Aguascalientes","r_Baja California","r_Baja California Sur","r_Campeche","r_Chiapas","r_Chihuahua","r_Ciudad de Mexico","r_Coahuila de Zaragoza","r_Colima","r_Durango","r_Guanajuato","r_Guerrero","r_Hidalgo","r_Jalisco","r_Mexico","r_Michoacan de Ocampo","r_Morelos","r_Nayarit","r_Nuevo Leon","r_Oaxaca","r_Puebla","r_Queretaro","r_Quintana Roo","r_San Luis Potosi","r_Sinaloa","r_Sonora","r_Tabasco","r_Tamaulipas","r_Tlaxcala","r_Veracruz de Ignacio de la Llave","r_Yucatan","r_Zacatecas","y_Aguascalientes","y_Baja California","y_Baja California Sur","y_Campeche","y_Chiapas","y_Chihuahua","y_Ciudad de Mexico","y_Coahuila de Zaragoza","y_Colima","y_Durango","y_Guanajuato","y_Guerrero","y_Hidalgo","y_Jalisco","y_Mexico","y_Michoacan de Ocampo","y_Morelos","y_Nayarit","y_Nuevo Leon","y_Oaxaca","y_Puebla","y_Queretaro","y_Quintana Roo","y_San Luis Potosi","y_Sinaloa","y_Sonora","y_Tabasco","y_Tamaulipas","y_Tlaxcala","y_Veracruz de Ignacio de la Llave","y_Yucatan","y_Zacatecas"
0,12787.292974727,93001.166471304,3773.848008832,6261.239689848,217683.807825375,111136.438145898,715470.531206088,69213.25630492,3882.60477206,24934.90322421,276303.57379656,106087.405764312,6.512504394,495362.6325195,2168410.86391322,174730.519018728,29082.12875876,10995.7385193,216759.830332251,133803.777571898,307491.190648047,30546.725269855,16320.9826962,61220.776346388,72705.48134584,66504.562982088,45379.0024168,99443.208554512,12581.865976911,531903.479999466,35083.58761959,20363.873384744,0,0,0,0,0,0,1.601083221,0,0,0,0,0,0,0,1.3921081026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.202166442,0,0,0,0,0,0,0,2.787330541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.601083221,0,0,0,0,0,0,0,1.3921081026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.202166442,0,0,0,0,0,0,0,2.787330541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,12787.3477593839,93002.3531087105,3773.92788701876,6261.33233480537,217683.215941885,111138.849643677,715455.081097648,69213.3092414203,3882.68048815892,24934.9652851047,276304.365308338,106087.178120771,6.52466722621826,495361.30985533,2168384.67691027,174730.626281359,29082.9230563946,10995.865021697,216760.642051332,133803.536737594,307494.192440391,30547.8595387727,16321.3842054392,61220.8248855897,72705.6097126136,66504.9704804738,45379.3224794971,99444.3377632753,12582.154677833,531891.709809266,35083.7312498312,20363.8896772122,3.90429893598881e-08,5.45631532804991e-07,8.15700528793558e-08,3.74460626392403e-08,2.82084549747004e-07,2.59352258877413e-07,1.88078359028819,5.3040089053731e-08,1.30586025256483e-08,1.54812503587734e-08,2.62583596428753e-06,1.34687405661486e-06,1.021783584179e-08,1.56584893712396e-06,1.87160191039994,1.40282816833665e-06,1.29640261665439e-06,3.39217540682963e-08,8.65586979482137e-07,7.45118854877911e-07,6.61653058976541e-06,9.91970207821351e-07,4.46476164110547e-07,1.39346171190059e-07,1.3244465241221e-07,1.79991287108833e-07,3.57764089142655e-07,4.27352439340255e-08,5.51191663002351e-07,9.08415716871783e-06,1.01666559863488e-07,4.05701876152773e-08,5.83201062880236e-08,7.94361977790175e-07,1.23885656666727e-07,5.56282362460653e-08,4.01443464676405e-07,3.75155186541742e-07,2.56524245031926,7.80251989757088e-08,1.87426687007709e-08,2.18600314400984e-08,3.73371178702619e-06,1.96760223643886e-06,1.50191312775651e-08,2.17263143860616e-06,2.23588905764163,2.04776227809784e-06,1.92245639248948e-06,4.97168709613472e-08,1.21714744757442e-06,1.09450138003396e-06,9.11829360138557e-06,1.42524340594848e-06,6.70599694540058e-07,2.00486924604527e-07,1.95756103123205e-07,2.6485454650114e-07,5.20863735185519e-07,6.12523982383031e-08,8.32970020681526e-07,1.27528747543399e-05,1.49186383570752e-07,6.02844406351614e-08,2.96097890964859e-08,4.03367916840106e-07,6.28958941926716e-08,2.82422005334694e-08,2.03874244234799e-07,1.90503635365348e-07,1.30403315769314,3.96190908376298e-08,9.51526655114026e-09,1.10987026524682e-08,1.89627154783309e-06,9.99145254838718e-07,7.62460339509169e-09,1.10358678429786e-06,1.13680205361586,1.03993226404988e-06,9.76097776525075e-07,2.52414145437643e-08,6.1812751052356e-07,5.55806687647228e-07,4.63102219997083e-06,7.23636694071938e-07,3.40476370822138e-07,1.017993335278e-07,9.94004606854112e-08,1.34485398316034e-07,2.6446779325954e-07,3.11033509202332e-08,4.22910512699036e-07,6.47799555131862e-06,7.57477977914169e-08,3.06078027322801e-08,2.2119212930438e-08,3.01281099849606e-07,4.69859019492116e-08,2.10985561213542e-08,1.52257454886925e-07,1.42291026973911e-07,1.02957488134062,2.95929270582565e-08,7.10895494762466e-09,8.29138404219004e-09,1.41609015576175e-06,7.46251939406759e-07,5.69651492485242e-09,8.24021217471383e-07,0.896537278799084,7.76646510357329e-07,7.29133615832046e-07,1.88566736586275e-08,4.61639221200292e-07,4.15107675969736e-07,3.45840810684081e-06,5.40572817339594e-07,2.5433787857143e-07,7.60408921875037e-08,7.4244877902337e-08,1.00451950114262e-07,1.9755192300118e-07,2.32337302161363e-08,3.15918473516737e-07,4.83671177467863e-06,5.65828379764799e-08,2.28642725315595e-08,5.34866333105014e-10,7.46503036531597e-09,1.11814484078008e-09,5.12978270020642e-10,3.85504274142865e-09,3.54741692030141e-09,3.25005520608081,7.25959443704643e-10,1.78747270805371e-10,2.11753545162459e-10,3.58774933795807e-08,1.84274528506411e-08,1.39975191951526e-10,2.13693396777403e-08,2.83222855735496,1.91866097734605e-08,1.77531133590279e-08,4.64497344586441e-10,1.18259316764418e-08,1.01944685623239e-08,9.03266859487713e-08,1.35732097503466e-08,6.1170179036508e-09,1.9062732234081e-09,1.81294523575368e-09,2.46359989889437e-09,4.89627686073184e-09,5.84440493410282e-10,7.55329715716026e-09,1.23996873570572e-07,1.39178438732438e-09,5.55656226869463e-10
0.5,12787.4025437166,93003.5397327018,3774.00776433344,6261.42497830137,217682.624057229,111141.26108558,715439.703436491,69213.3621786769,3882.75620384837,24935.0273458217,276305.156790435,106086.950465148,6.53682987365947,495359.987191281,2168358.59778701,174730.73353044,29083.7173379311,10995.9915233305,216761.453754315,133803.295891365,307497.194056027,30548.9937909806,16321.7857082186,61220.873423746,72705.7380771445,66505.3779752054,45379.6425346704,99445.4669489683,12582.4433735375,531879.939954702,35083.8748785425,20363.9059692992,8.28511399946915e-08,1.17845586199143e-06,1.70948305119038e-07,7.98234370656109e-08,6.18518569825383e-07,5.62700504134061e-07,2.07540736674969,1.13715690535876e-07,2.85589424482935e-08,3.42232490385912e-08,5.75815050902805e-06,2.90099691858097e-06,2.19712150393552e-08,3.48796872490208e-06,2.22072331077518,3.02072980678968e-06,2.76490150934742e-06,7.30323752248575e-08,1.91413818535077e-06,1.59774267598794e-06,1.48251520222827e-05,2.16566379378268e-06,9.43285323764212e-07,3.03725087658959e-07,2.82928018329411e-07,3.85824093113909e-07,7.73319487438777e-07,9.33647573913201e-08,1.15912522190373e-06,2.00663640925246e-05,2.18523562239497e-07,8.6414870347245e-08,9.38031620740842e-08,1.27838403212991e-06,1.99160629292991e-07,8.94987762194296e-08,6.46390461856626e-07,6.03895438463293e-07,2.06967987083592,1.25531150033892e-07,3.01946394429165e-08,3.52317629152359e-08,6.01131436810332e-06,3.16591558558829e-06,2.41769558384947e-08,3.50001114200619e-06,1.81201101374076,3.29436543026478e-06,3.09255984553199e-06,8.00236013453717e-08,1.96071940147446e-06,1.76057865198662e-06,1.46975746547722e-05,2.29542293950952e-06,1.07835268453764e-06,3.22829187690096e-07,3.148845238568e-07,4.26107036697818e-07,8.38390761669374e-07,9.86504203500571e-08,1.33919436294972e-06,2.05334168325885e-05,2.40075493985149e-07,9.69754046680175e-08,4.86344699308794e-08,6.63245619236087e-07,1.03208487334339e-07,4.64130237175325e-08,3.35562147183914e-07,3.13370094391321e-07,1.07605967848945,6.5107462916012e-08,1.567727126062e-08,1.83011002146262e-08,3.12055999452783e-06,1.64229652094752e-06,1.25434182790821e-08,1.81812877035587e-06,0.946085300310342,1.70880198469709e-06,1.60370126736108e-06,4.15170745176633e-08,1.01830300908498e-06,9.13077574492761e-07,7.63795517414313e-06,1.19161081564528e-06,5.58985953651103e-07,1.67567356774257e-07,1.63289447034261e-07,2.21001974315289e-07,4.35013511603902e-07,5.12084046363554e-08,6.94069263596434e-07,1.0661623612823e-05,1.24537339110415e-07,5.02863991403209e-08,8.22730713870219e-08,1.12082035073531e-06,1.74731977017645e-07,7.84869592103996e-08,5.66519467109064e-07,5.29408493587049e-07,1.86179947910303,1.10079560053322e-07,2.64601597831362e-08,3.08657956630888e-08,5.26866954198396e-06,2.77594851810776e-06,2.11963207740758e-08,3.0664123545363e-06,1.62378780436305,2.88873841550153e-06,2.71214410680097e-06,7.01593791190174e-08,1.71799793212812e-06,1.54394194816079e-06,1.2873334577236e-05,2.01174150227239e-06,9.45920421512523e-07,2.82956528283337e-07,2.76154009640208e-07,3.73657770304611e-07,7.35004187197574e-07,8.64659702154401e-08,1.17485967825285e-06,1.79945504543039e-05,2.10500958098863e-07,8.50482217800086e-08,2.20537487691787e-09,3.1066686336722e-08,4.58060628728168e-09,2.12009051786719e-09,1.61724190632063e-08,1.47984549283333e-08,3.30448966800001,3.00950598778621e-09,7.48721203441005e-10,8.92072237003584e-10,1.50522020528089e-07,7.65784090060573e-08,5.8111406697676e-10,9.04105239841901e-08,2.8885597780275,7.97249979822331e-08,7.3393240029462e-08,1.92971592732916e-09,4.9835357034849e-08,4.22665975005666e-08,3.83335232552169e-07,5.68048393905171e-08,2.51644968140747e-08,7.97127011829741e-09,7.50147697111392e-09,1.02120134809797e-08,2.03843732787032e-08,2.44695823814146e-09,3.09984106047045e-08,5.22280840053255e-07,5.7772360394179e-09,2.2955824890216e-09
0.75,12787.457327727,93004.7263433129,3774.08764077955,6261.51762033791,217682.032171429,111143.672471625,715424.381961842,69213.4151166932,3882.83191912912,24935.089406362,276305.948243054,106086.722797529,6.54899233684455,495358.664527495,2168332.60084288,174730.840766065,29084.5116034396,10996.1180242024,216762.265441266,133803.055033257,307500.195495533,30550.1280265414,16322.18720456,61220.9219608662,72705.8664394406,66505.7854662936,45379.9625823415,99446.5961115945,12582.73206405,531868.170436558,35084.0185057297,20363.9222610071,1.28993851597139e-07,1.85579324923397e-06,2.63787270818214e-07,1.24735484249274e-07,9.83448342641476e-07,8.88865782200462e-07,2.2053701196695,1.78173442771515e-07,4.54664954795926e-08,5.48571781268201e-08,9.15191978156347e-06,4.55841921417974e-06,3.45739857072741e-08,5.59836397913771e-06,2.4715244706077,4.74201397646722e-06,4.31875091026053e-06,1.1493192265301e-07,3.06195316717445e-06,2.50149052773714e-06,2.39185160881748e-05,3.44055900786663e-06,1.46361560586004e-06,4.816902688994e-07,4.42088597180646e-07,6.04465875120909e-07,1.2194194323463e-06,1.48247008854667e-07,1.79247305203489e-06,3.20100986501581e-05,3.4324566544393e-07,1.34882946604483e-07,1.14013312255026e-07,1.55545972087849e-06,2.41840247609743e-07,1.0883953366945e-07,7.87273540988908e-07,7.3508726230452e-07,1.68339407705766,1.52652532429797e-07,3.68128520549073e-08,4.29888231526427e-08,7.3201761411579e-06,3.85076777208536e-06,2.94324371584392e-08,4.26680758960151e-06,1.48556135920327,4.0057439065648e-06,3.75989862068175e-06,9.73994928217004e-08,2.39018682482496e-06,2.14025321546102e-06,1.79373734124394e-05,2.79703424147791e-06,1.31010103898079e-06,3.93223197495245e-07,3.82778920849766e-07,5.18162612037151e-07,1.02047132058057e-06,1.20185802967885e-07,1.62640597115547e-06,2.50070158640356e-05,2.92081002652428e-07,1.17898488548324e-07,6.06951145129309e-08,8.29330467470923e-07,1.28576523197162e-07,5.7979507339639e-08,4.20362932140117e-07,3.92119506920867e-07,0.900518020548792,8.1325769422695e-08,1.96758561308549e-08,2.30030765522193e-08,3.90787312240222e-06,2.05226585260545e-06,1.56998757612341e-08,2.28147254191071e-06,0.803272120221895,2.13412077769552e-06,2.00242187650719e-06,5.19450550734633e-08,1.2777309539808e-06,1.13984729136575e-06,9.6040416523535e-06,1.49406251536512e-06,6.97030459896341e-07,2.09947339844481e-07,2.03829043027513e-07,2.76050599484568e-07,5.44314434073112e-07,6.41725929997447e-08,8.64889276970674e-07,1.33543522376028e-05,1.55696520357025e-07,6.27856262507034e-08,1.69769718766988e-07,2.3134544630723e-06,3.60444708964588e-07,1.61991657916439e-07,1.16965380409445e-06,1.09292169882976e-06,2.54124837462301,2.27172690905265e-07,5.46619994917481e-08,6.3778535716638e-08,1.0876782711468e-05,5.72894853975634e-06,4.37656069078382e-08,6.33232182141912e-06,2.22222074146527,5.96077498716089e-06,5.59685615248575e-06,1.44845829612899e-07,3.54815865464083e-06,3.18567611237097e-06,2.65966869339508e-05,4.15482407721076e-06,1.95156926407949e-06,5.84284320188296e-07,5.6982890408557e-07,7.7111622307795e-07,1.51736398986881e-06,1.78572151230895e-07,2.42360592119239e-06,3.71456868739411e-05,4.34499659718637e-07,1.75509240051044e-07,5.11197681529223e-09,7.26702315020179e-08,1.0547236532515e-08,4.92671713052767e-09,3.81257910639868e-08,3.4698947816877e-08,3.36339261387192,7.01247331704377e-09,1.76400111880003e-09,2.11340938704422e-09,3.54826443848106e-07,1.78856726637124e-07,1.35694819145051e-09,2.14848406691374e-07,2.95314853038904,1.86143237970083e-07,1.70564551296915e-07,4.50811235802808e-09,1.18019872059685e-07,9.84716894879782e-08,9.1403627842814e-07,1.33680784892967e-07,5.81895298880452e-08,1.87400963598111e-08,1.74447762831283e-08,2.37930206172642e-08,4.77120999855265e-08,5.75917766084329e-09,7.1501629274674e-08,1.23551342083555e-06,1.34822086370515e-08,5.33151253775212e-09
1,12787.5121114167,93005.9129405696,3774.16751635978,6261.61026091646,217681.4402845,111146.083801825,715409.104169449,69213.4680554712,3882.90763400176,24935.1514667266,276306.739666344,106086.495117976,6.56115461617352,495357.34186407,2168306.66662361,174730.947988303,29085.3058529724,10996.2445243141,216763.077112237,133802.814163307,307503.196759326,30551.262245502,16322.5886944798,61220.9704969568,72705.9947995074,66506.1929537462,45380.2826225268,99447.7252511567,12583.0207493898,531856.401255386,35084.1621313972,20363.9385523376,1.75726762583208e-07,2.54759739934679e-06,3.56951670051362e-07,1.70451183799147e-07,1.35887302490527e-06,1.22295829805455e-06,2.28633247356004,2.43694575150504e-07,6.30288653623921e-08,7.63970024609183e-08,1.2637466296396e-05,6.24621512852168e-06,4.75240538102231e-08,7.78168934122823e-06,2.64825211638898,6.48912576573087e-06,5.89611773410267e-06,1.57889557458428e-07,4.25057034018649e-06,3.41706341232249e-06,3.34041835049879e-05,4.75891499371812e-06,1.98829539640491e-06,6.65105966166556e-07,6.03336231530446e-07,8.26716352379111e-07,1.67666732026439e-06,2.04810030766687e-07,2.42881459302881e-06,4.42758083189845e-05,4.70610052638701e-07,1.84077998412432e-07,1.24261498929553e-07,1.69798158395327e-06,2.63195116534654e-07,1.187196456195e-07,8.60708749609484e-07,8.02919093897393e-07,1.38159450295814,1.66495355285101e-07,4.03104586183614e-08,4.71308424603426e-08,8.00074329099336e-06,4.20140528961492e-06,3.215627308477e-08,4.67131181090449e-06,1.23353628195729,4.36832774306588e-06,4.09957921308205e-06,1.06379454778247e-07,2.61669044726103e-06,2.33315224686795e-06,1.96713660539525e-05,3.06024386446327e-06,1.42687914952924e-06,4.2996708462106e-07,4.17258943732173e-07,5.65144499933682e-07,1.11460740875372e-06,1.31441579742106e-07,1.77038795803218e-06,2.7336210274642e-05,3.18801555275367e-07,1.28544718992353e-07,6.82818199671785e-08,9.35600733845649e-07,1.44278095567001e-07,6.53202407184473e-08,4.75481552343505e-07,4.42805778527444e-07,0.764764585726119,9.16069268101117e-08,2.2317673754055e-08,2.61470640212178e-08,4.41812115490464e-06,2.31314242925184e-06,1.77381649571914e-08,2.58687375061541e-06,0.69594004051004,2.40329307429722e-06,2.25438219078434e-06,5.86556366981009e-08,1.44869882900498e-06,1.28281378006688e-06,1.09220711530842e-05,1.69222590614303e-06,7.83208302150101e-07,2.37541513651989e-07,2.29372860689638e-07,3.10945832716403e-07,6.14681405046494e-07,7.26204035072262e-08,9.7086314863241e-07,1.51021258838023e-05,1.75608660213727e-07,7.06807389226133e-08,2.77093099301554e-07,3.77740951323616e-06,5.88050796663638e-07,2.64476124296751e-07,1.9105266224416e-06,1.7849052866227e-06,3.10219934305707,3.70836870433346e-07,8.9358046548384e-08,1.042957569538e-07,1.77638226586456e-05,9.35241950241873e-06,7.14951177175055e-08,1.03462248856634e-05,2.722469909497,9.72868217943662e-06,9.13586748618586e-06,2.36578099640121e-07,5.79817431416506e-06,5.19900015048986e-06,4.34843844028338e-05,6.78960609463115e-06,3.18454561588138e-06,9.54572772522783e-07,9.30019612631315e-07,1.25876112496681e-06,2.47816159457523e-06,2.91782787053891e-07,3.95413369270431e-06,6.06595610914087e-05,7.09478290872304e-07,2.86490354362108e-07,9.29720868518299e-09,1.33130863930868e-07,1.90741311613327e-08,8.98099677941903e-09,7.02793018140586e-08,6.36937270281322e-08,3.42518597534477,1.2805434385949e-08,3.25388949418331e-09,3.91554727435174e-09,6.53918166959828e-07,3.27209317089654e-07,2.48454095541123e-09,3.98466358275356e-07,3.02359868129398,3.40339189217951e-07,3.10849286363802e-07,8.25484821530204e-09,2.18395417234561e-07,1.79735574387965e-07,1.7007622488329e-06,2.46268390670947e-07,1.05601240816754e-07,3.44860052482575e-08,3.18005009465811e-08,4.34456855031806e-08,8.74798365228669e-08,1.06064325715939e-08,1.29483626372292e-07,2.28242689429739e-06,2.46584049454595e-08,9.71208379452665e-09
1.25,12787.5668947867,93007.0995244903,3774.24739107615,6261.70290003811,217680.848396454,111148.495076193,715393.860539224,69213.5209950128,3882.98334846675,24935.2135269158,276307.531060406,106086.267426535,6.5733167119509,495356.019201076,2168280.78057907,174731.055197203,29086.1000865683,10996.3710236667,216763.88876726,133802.573281538,307506.197847698,30552.3964478969,16322.9901779903,61221.0190320228,72706.1231573489,66506.600437569,45380.6026552381,99448.854367657,12583.3094295713,531844.632411562,35084.3057555483,20363.9548432917,2.21837186361591e-07,3.2334650562022e-06,4.48251460334712e-07,2.15756777577501e-07,1.73273551516215e-06,1.55488135540075e-06,2.33017881965681,3.08428610589757e-07,8.07128875808245e-08,9.81518224910311e-08,1.61019821238114e-05,7.91510541299831e-06,6.04633637311558e-08,9.96208231761632e-06,2.7690249381136,8.21038921664215e-06,7.45436885232032e-06,2.00692870928566e-07,5.44063941635125e-06,4.31814839416621e-06,4.29518837546644e-05,6.08053693432261e-06,2.50406550917173e-06,8.48373420589191e-07,7.62200517761287e-07,1.04630907441033e-06,2.13169611930251e-06,2.61298146831183e-07,3.05263432604177e-06,5.64463270141388e-05,5.97011964095841e-07,2.32686637411319e-07,1.28156667131972e-07,1.75497153959586e-06,2.70906297517157e-07,1.22578697967379e-07,8.91410358715452e-07,8.30519733350357e-07,1.1453094484693,1.71880243226125e-07,4.1841199545764e-08,4.9001005671611e-08,8.28289207603601e-06,4.33931828454295e-06,3.32757241898149e-08,4.84693764762342e-06,1.03856587218561,4.50857072274828e-06,4.23047817891633e-06,1.10032606495127e-07,2.71504909063196e-06,2.40690657871568e-06,2.04587781518518e-05,3.17283206643488e-06,1.47021489071392e-06,4.45413336864345e-07,4.30426031417912e-07,5.83417371837547e-07,1.15293613309345e-06,1.36187507945729e-07,1.8227603607728e-06,2.83053541081742e-05,3.29450282974983e-07,1.32642437849436e-07,7.30416279738265e-08,1.00436078523708e-06,1.53826493389286e-07,7.00034896381558e-08,5.12131724812044e-07,4.75943453727118e-07,0.659308959658304,9.81472855222891e-08,2.41259689657487e-08,2.8340938089596e-08,4.75561803804726e-06,2.48023524523554e-06,1.90802543332335e-08,2.79469384647992e-06,0.614978714528495,2.57390106221243e-06,2.41378875944592e-06,6.30454864769419e-08,1.56509256001155e-06,1.37279578404505e-06,1.18446324140508e-05,1.8259382170493e-06,8.36488216886716e-07,2.5595877457702e-07,2.45438460407768e-07,3.33143815737451e-07,6.60730981163925e-07,7.82631481423749e-08,1.03558906799382e-06,1.62604720057494e-05,1.88468582038921e-07,7.56721504369712e-08,3.991128737163e-07,5.443437000241e-06,8.46535979111035e-07,3.81082465189341e-07,2.75446083711476e-06,2.57279431458943e-06,3.57075018037014,5.34227866897208e-07,1.28964067575817e-07,1.50585318050742e-07,2.56061260215522e-05,1.34740312765336e-05,1.03092676933327e-07,1.49217090721803e-05,3.14744699538544,1.40120490125669e-05,1.3160438429061e-05,3.41058385479335e-07,8.3640971818652e-06,7.48731231127964e-06,6.27677158411623e-05,9.79448505010535e-06,4.5855132445393e-06,1.37660344836346e-06,1.33947531845098e-06,1.81336051422104e-06,3.5722877344084e-06,4.20837667807761e-07,5.69243331006975e-06,8.74274825845613e-05,1.02244885034584e-06,4.1270150542566e-07,1.47602783591622e-08,2.12558697191971e-07,3.01395451673562e-08,1.42880099859709e-08,1.12751036094747e-07,1.01858345631038e-07,3.48868766904573,2.03915567366496e-08,5.22892124295747e-09,6.31369385983699e-09,1.04872367126657e-06,5.21776094561292e-07,3.96843295938827e-09,6.42193008992971e-07,3.09812602091867,5.42292323310012e-07,4.94294798809292e-07,1.31820088369747e-08,3.515277456867e-07,2.86011704844259e-07,2.74962701070772e-06,3.95197941531112e-07,1.67333025222132e-07,5.52800651040263e-08,5.05630317712687e-08,6.9180956254e-08,1.39806080007929e-07,1.70101928317149e-08,2.04808913192824e-07,3.66594772902266e-06,3.93277955976386e-08,1.54388371979729e-08
