"time","s_Aguascalientes","s_Baja California","s_Baja California Sur","s_Campeche","s_Chiapas","s_Chihuahua","s_Ciudad de Mexico","s_Coahuila de Zaragoza","s_Colima","s_Durango","s_Guanajuato","s_Guerrero","s_Hidalgo","s_Jalisco","s_Mexico","s_Michoacan de Ocampo","s_Morelos","s_Nayarit","s_Nuevo Leon","s_Oaxaca","s_Puebla","s_Queretaro","s_Quintana Roo","s_San Luis Potosi","s_Sinaloa","s_Sonora","s_Tabasco","s_Tamaulipas","s_Tlaxcala","s_Veracruz de Ignacio de la Llave","s_Yucatan","s_Zacatecas","e_Aguascalientes","e_Baja California","e_Baja California Sur","e_Campeche","e_Chiapas","e_Chihuahua","e_Ciudad de Mexico","e_Coahuila de Zaragoza","e_Colima","e_Durango","e_Guanajuato","e_Guerrero","e_Hidalgo","e_Jalisco","e_Mexico","e_Michoacan de Ocampo","e_Morelos","e_Nayarit","e_Nuevo Leon","e_Oaxaca","e_Puebla","e_Queretaro","e_Quintana Roo","e_San Luis Potosi","e_Sinaloa","e_Sonora","e_Tabasco","e_Tamaulipas","e_Tlaxcala","e_Veracruz de Ignacio de la Llave","e_Yucatan","e_Zacatecas","is_Aguascalientes","is_Baja California","is_Baja California Sur","is_Campeche","is_Chiapas","is_Chihuahua","is_Ciudad de Mexico","is_Coahuila de Zaragoza","is_Colima","is_Durango","is_Guanajuato","is_Guerrero","is_Hidalgo","is_Jalisco","is_Mexico","is_Michoacan de Ocampo","is_Morelos","is_Nayarit","is_Nuevo Leon","is_Oaxaca","is_Puebla","is_Queretaro","is_Quintana Roo","is_San Luis Potosi","is_Sinaloa","is_Sonora","is_Tabasco","is_Tamaulipas","is_Tlaxcala","is_Veracruz de Ignacio de la Llave","is_Yucatan","is_Zacatecas","ia_Aguascalientes","ia_Baja California","ia_Baja California Sur","ia_Campeche","ia_Chiapas","ia_Chihuahua","ia_Ciudad de Mexico","ia_Coahuila de Zaragoza","ia_Colima","ia_Durango","ia_Guanajuato","ia_Guerrero","ia_Hidalgo","ia_Jalisco","ia_Mexico","ia_Michoacan de Ocampo","ia_Morelos","ia_Nayarit","ia_Nuevo Leon","ia_Oaxaca","ia_Puebla","ia_Queretaro","ia_Quintana Roo","ia_San Luis Potosi","ia_Sinaloa","ia_Sonora","ia_Tabasco","ia_Tamaulipas","ia_Tlaxcala","ia_Veracruz de Ignacio de la Llave","ia_Yucatan","ia_Zacatecas","r_Aguascalientes","r_Baja California","r_Baja California Sur","r_Campeche","r_Chiapas","r_Chihuahua","r_Ciudad de Mexico","r_Coahuila de Zaragoza","r_Colima","r_Durango","r_Guanajuato","r_Guerrero","r_Hidalgo","r_Jalisco","r_Mexico","r_Michoacan de Ocampo","r_Morelos","r_Nayarit","r_Nuevo Leon","r_Oaxaca","r_Puebla","r_Queretaro","r_Quintana Roo","r_San Luis Potosi","r_Sinaloa","r_Sonora","r_Tabasco","r_Tamaulipas","r_Tlaxcala","r_Veracruz de Ignacio de la Llave","r_Yucatan","r_Zacatecas","y_Aguascalientes","y_Baja California","y_Baja California Sur","y_Campeche","y_Chiapas","y_Chihuahua","y_Ciudad de Mexico","y_Coahuila de Zaragoza","y_Colima","y_Durango","y_Guanajuato","y_Guerrero","y_Hidalgo","y_Jalisco","y_Mexico","y_Michoacan de Ocampo","y_Morelos","y_Nayarit","y_Nuevo Leon","y_Oaxaca","y_Puebla","y_Queretaro","y_Quintana Roo","y_San Luis Potosi","y_Sinaloa","y_Sonora","y_Tabasco","y_Tamaulipas","y_Tlaxcala","y_Veracruz de Ignacio de la Llave","y_Yucatan","y_Zacatecas"
2.5,12787.2929747245,93001.166471304,3773.848008832,6261.239689848,217683.807825375,111136.438145898,715469.645643934,69213.25630492,3882.60477206,24934.90322421,276303.57379656,106087.405764312,6.512504394,495362.6325195,2168409.49775181,174730.519018728,29082.12875876,10995.7385193,216759.830332251,133803.777571898,307491.190648047,30546.725269855,16320.9826962,61220.776346388,72705.48134584,66504.562982088,45379.0024168,99443.208554512,12581.865976911,531903.479999466,35083.58761959,20363.873384744,2.06355921837914e-09,0,0,0,0,0,1.68668862250268,0,0,0,0,0,0,0,1.91780805587046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5366631566312e-10,0,0,0,0,0,0.599864406973703,0,0,0,0,0,0,0,0.5886462791009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34428153093865e-08,0,0,0,0,0,0.147622507542176,0,0,0,0,0,0,0,0.128354657759287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.14626573495398e-07,0,0,0,0,0,4.85571950149073,0,0,0,0,0,0,0,4.30289915857305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77794263045586e-10,0,0,0,0,0,4.00212319500661,0,0,0,0,0,0,0,3.62779199283323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.75,12787.2929747243,93001.166471304,3773.848008832,6261.239689848,217683.807825375,111136.438145898,715469.615270768,69213.25630492,3882.60477206,24934.90322421,276303.57379656,106087.405764312,6.512504394,495362.6325195,2168409.4465682,174730.519018728,29082.12875876,10995.7385193,216759.830332251,133803.777571898,307491.190648047,30546.725269855,16320.9826962,61220.776346388,72705.48134584,66504.562982088,45379.0024168,99443.208554512,12581.865976911,531903.479999466,35083.58761959,20363.873384744,2.15119933034692e-09,0,0,0,0,0,1.64215855559336,0,0,0,0,0,0,0,1.88345692669103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84588029386171e-10,0,0,0,0,0,0.539531633678506,0,0,0,0,0,0,0,0.540191937822749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89837685243708e-08,0,0,0,0,0,0.116316089307587,0,0,0,0,0,0,0,0.101134387184885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33415147403719e-07,0,0,0,0,0,5.02226192551655,0,0,0,0,0,0,0,4.46410851247626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72613451694987e-10,0,0,0,0,0,4.07702642750264,0,0,0,0,0,0,0,3.71332673488389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12787.2929747241,93001.166471304,3773.848008832,6261.239689848,217683.807825375,111136.438145898,715469.588481323,69213.25630492,3882.60477206,24934.90322421,276303.57379656,106087.405764312,6.512504394,495362.6325195,2168409.40053413,174730.519018728,29082.12875876,10995.7385193,216759.830332251,133803.777571898,307491.190648047,30546.725269855,16320.9826962,61220.776346388,72705.48134584,66504.562982088,45379.0024168,99443.208554512,12581.865976911,531903.479999466,35083.58761959,20363.873384744,2.21093704760733e-09,0,0,0,0,0,1.59608428783553,0,0,0,0,0,0,0,1.84558273599791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11913030043638e-10,0,0,0,0,0,0.490170448990265,0,0,0,0,0,0,0,0.500557641983349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49119292035015e-08,0,0,0,0,0,0.0916488471655249,0,0,0,0,0,0,0,0.0796867402391423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05478243195085e-06,0,0,0,0,0,5.16915406503991,0,0,0,0,0,0,0,4.60909871227817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70755021959348e-10,0,0,0,0,0,4.1498901401957,0,0,0,0,0,0,0,3.79723499190066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.25,12787.292974724,93001.166471304,3773.848008832,6261.239689848,217683.807825375,111136.438145898,715469.564595608,69213.25630492,3882.60477206,24934.90322421,276303.57379656,106087.405764312,6.512504394,495362.6325195,2168409.35867185,174730.519018728,29082.12875876,10995.7385193,216759.830332251,133803.777571898,307491.190648047,30546.725269855,16320.9826962,61220.776346388,72705.48134584,66504.562982088,45379.0024168,99443.208554512,12581.865976911,531903.479999466,35083.58761959,20363.873384744,2.24629038988263e-09,0,0,0,0,0,1.54919860803899,0,0,0,0,0,0,0,1.80529646809571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3535082293904e-10,0,0,0,0,0,0.449407502115396,0,0,0,0,0,0,0,0.467754787941861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12636082117449e-08,0,0,0,0,0,0.0722128059562763,0,0,0,0,0,0,0,0.0627875122071583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17842858238885e-06,0,0,0,0,0,5.30012444754597,0,0,0,0,0,0,0,4.7409493440748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71040386234768e-10,0,0,0,0,0,4.22066153461764,0,0,0,0,0,0,0,3.87938354162382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5,12787.2929747239,93001.166471304,3773.848008832,6261.239689848,217683.807825375,111136.438145898,715469.543079293,69213.25630492,3882.60477206,24934.90322421,276303.57379656,106087.405764312,6.512504394,495362.6325195,2168409.32021836,174730.519018728,29082.12875876,10995.7385193,216759.830332251,133803.777571898,307491.190648047,30546.725269855,16320.9826962,61220.776346388,72705.48134584,66504.562982088,45379.0024168,99443.208554512,12581.865976911,531903.479999466,35083.58761959,20363.873384744,2.26073002219398e-09,0,0,0,0,0,1.50205964459247,0,0,0,0,0,0,0,1.76345024301335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54814151301311e-10,0,0,0,0,0,0.415398533025943,0,0,0,0,0,0,0,0.440255685129693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8042301106113e-08,0,0,0,0,0,0.0568985808916856,0,0,0,0,0,0,0,0.0494721164064695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30413233027315e-06,0,0,0,0,0,5.41810292045445,0,0,0,0,0,0,0,4.86206356111152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.72448822049103e-10,0,0,0,0,0,4.28931681337208,0,0,0,0,0,0,0,3.95968326004768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.75,12787.2929747238,93001.166471304,3773.848008832,6261.239689848,217683.807825375,111136.438145898,715469.523511835,69213.25630492,3882.60477206,24934.90322421,276303.57379656,106087.405764312,6.512504394,495362.6325195,2168409.28457727,174730.519018728,29082.12875876,10995.7385193,216759.830332251,133803.777571898,307491.190648047,30546.725269855,16320.9826962,61220.776346388,72705.48134584,66504.562982088,45379.0024168,99443.208554512,12581.865976911,531903.479999466,35083.58761959,20363.873384744,2.25753237077033e-09,0,0,0,0,0,1.45508971192501,0,0,0,0,0,0,0,1.72069578441024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70370644440141e-10,0,0,0,0,0,0.386709966034514,0,0,0,0,0,0,0,0.416886639658212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52309734456015e-08,0,0,0,0,0,0.0448320552652111,0,0,0,0,0,0,0,0.0389805267910626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4317288488123e-06,0,0,0,0,0,5.52539540395173,0,0,0,0,0,0,0,4.97431974030598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.74111869209605e-10,0,0,0,0,0,4.35585420425146,0,0,0,0,0,0,0,4.03807880415525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,12787.2929747237,93001.166471304,3773.848008832,6261.239689848,217683.807825375,111136.438145898,715469.505561607,69213.25630492,3882.60477206,24934.90322421,276303.57379656,106087.405764312,6.512504394,495362.6325195,2168409.2512815,174730.519018728,29082.12875876,10995.7385193,216759.830332251,133803.777571898,307491.190648047,30546.725269855,16320.9826962,61220.776346388,72705.48134584,66504.562982088,45379.0024168,99443.208554512,12581.865976911,531903.479999466,35083.58761959,20363.873384744,2.2396976778541e-09,0,0,0,0,0,1.40860560622054,0,0,0,0,0,0,0,1.67752973229027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82200236156108e-10,0,0,0,0,0,0.362226995136908,0,0,0,0,0,0,0,0.396745784054272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28006112215461e-08,0,0,0,0,0,0.0353244869697033,0,0,0,0,0,0,0,0.0307138966205631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56109355879897e-06,0,0,0,0,0,5.62382027679574,0,0,0,0,0,0,0,5.07918904802218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07530262128336e-09,0,0,0,0,0,4.42028853790235,0,0,0,0,0,0,0,4.11454062609701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.25,12787.2929747236,93001.166471304,3773.848008832,6261.239689848,217683.807825375,111136.438145898,715469.488966485,69213.25630492,3882.60477206,24934.90322421,276303.57379656,106087.405764312,6.512504394,495362.6325195,2168409.21996431,174730.519018728,29082.12875876,10995.7385193,216759.830332251,133803.777571898,307491.190648047,30546.725269855,16320.9826962,61220.776346388,72705.48134584,66504.562982088,45379.0024168,99443.208554512,12581.865976911,531903.479999466,35083.58761959,20363.873384744,2.20991200736456e-09,0,0,0,0,0,1.36284222948818,0,0,0,0,0,0,0,1.63432875899887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90559287067936e-10,0,0,0,0,0,0.34108223889394,0,0,0,0,0,0,0,0.379139938896736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07160680085324e-08,0,0,0,0,0,0.0278331959641616,0,0,0,0,0,0,0,0.0242003770414648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69213034603539e-06,0,0,0,0,0,5.71481482314944,0,0,0,0,0,0,0,5.17782658087117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17542235070399e-09,0,0,0,0,0,4.48264703700754,0,0,0,0,0,0,0,4.18905879420938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,12787.2929747236,93001.166471304,3773.848008832,6261.239689848,217683.807825375,111136.438145898,715469.473518693,69213.25630492,3882.60477206,24934.90322421,276303.57379656,106087.405764312,6.512504394,495362.6325195,2168409.19033686,174730.519018728,29082.12875876,10995.7385193,216759.830332251,133803.777571898,307491.190648047,30546.725269855,16320.9826962,61220.776346388,72705.48134584,66504.562982088,45379.0024168,99443.208554512,12581.865976911,531903.479999466,35083.58761959,20363.873384744,2.17053820308328e-09,0,0,0,0,0,1.3179710082466,0,0,0,0,0,0,0,1.59137678168364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95751431242837e-10,0,0,0,0,0,0.322600365389736,0,0,0,0,0,0,0,0.363536108818827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93997086251316e-09,0,0,0,0,0,0.0219305887795014,0,0,0,0,0,0,0,0.0190681845479989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82476304314932e-06,0,0,0,0,0,5.79951831695106,0,0,0,0,0,0,0,5.27114202348141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27398609971644e-09,0,0,0,0,0,4.5429660501203,0,0,0,0,0,0,0,4.26163821424823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.75,12787.2929747235,93001.166471304,3773.848008832,6261.239689848,217683.807825375,111136.438145898,715469.459052978,69213.25630492,3882.60477206,24934.90322421,276303.57379656,106087.405764312,6.512504394,495362.6325195,2168409.16217088,174730.519018728,29082.12875876,10995.7385193,216759.830332251,133803.777571898,307491.190648047,30546.725269855,16320.9826962,61220.776346388,72705.48134584,66504.562982088,45379.0024168,99443.208554512,12581.865976911,531903.479999466,35083.58761959,20363.873384744,2.12362519245784e-09,0,0,0,0,0,1.27411425093601,0,0,0,0,0,0,0,1.54888604871581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98104654603428e-10,0,0,0,0,0,0.30625511536247,0,0,0,0,0,0,0,0.349524229213266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43524536274177e-09,0,0,0,0,0,0.0172797520211071,0,0,0,0,0,0,0,0.0150243800472018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95892931731642e-06,0,0,0,0,0,5.87883687555537,0,0,0,0,0,0,0,5.35985442900081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37060829524506e-09,0,0,0,0,0,4.60128852193894,0,0,0,0,0,0,0,4.33229493566128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,12787.2929747235,93001.166471304,3773.848008832,6261.239689848,217683.807825375,111136.438145898,715469.445419265,69213.25630492,3882.60477206,24934.90322421,276303.57379656,106087.405764312,6.512504394,495362.6325195,2168409.13526027,174730.519018728,29082.12875876,10995.7385193,216759.830332251,133803.777571898,307491.190648047,30546.725269855,16320.9826962,61220.776346388,72705.48134584,66504.562982088,45379.0024168,99443.208554512,12581.865976911,531903.479999466,35083.58761959,20363.873384744,2.07117432943277e-09,0,0,0,0,0,1.23136615460299,0,0,0,0,0,0,0,1.50703340847402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98006589658696e-10,0,0,0,0,0,0.291580746904214,0,0,0,0,0,0,0,0.336746432672175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1614351892119e-09,0,0,0,0,0,0.0135794088705807,0,0,0,0,0,0,0,0.0118070096975987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09456830254792e-06,0,0,0,0,0,5.95359339658462,0,0,0,0,0,0,0,5.44461283987536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46495093059759e-09,0,0,0,0,0,4.65767033135597,0,0,0,0,0,0,0,4.40105817964094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.25,12787.2929747234,93001.166471304,3773.848008832,6261.239689848,217683.807825375,111136.438145898,715469.43253027,69213.25630492,3882.60477206,24934.90322421,276303.57379656,106087.405764312,6.512504394,495362.6325195,2168409.10948603,174730.519018728,29082.12875876,10995.7385193,216759.830332251,133803.777571898,307491.190648047,30546.725269855,16320.9826962,61220.776346388,72705.48134584,66504.562982088,45379.0024168,99443.208554512,12581.865976911,531903.479999466,35083.58761959,20363.873384744,2.01443646167567e-09,0,0,0,0,0,1.18976816821064,0,0,0,0,0,0,0,1.46590929001278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95747043755535e-10,0,0,0,0,0,0.278315680854737,0,0,0,0,0,0,0,0.325005272949931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09043549760822e-09,0,0,0,0,0,0.0106583810018882,0,0,0,0,0,0,0,0.00926723755402538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23164041134041e-06,0,0,0,0,0,6.02426647170552,0,0,0,0,0,0,0,5.52579213130608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55683156728397e-09,0,0,0,0,0,4.71215731255368,0,0,0,0,0,0,0,4.46795653919973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,12787.2929747234,93001.166471304,3773.848008832,6261.239689848,217683.807825375,111136.438145898,715469.420305058,69213.25630492,3882.60477206,24934.90322421,276303.57379656,106087.405764312,6.512504394,495362.6325195,2168409.08473805,174730.519018728,29082.12875876,10995.7385193,216759.830332251,133803.777571898,307491.190648047,30546.725269855,16320.9826962,61220.776346388,72705.48134584,66504.562982088,45379.0024168,99443.208554512,12581.865976911,531903.479999466,35083.58761959,20363.873384744,1.95459037874647e-09,0,0,0,0,0,1.14935053400727,0,0,0,0,0,0,0,1.42559010995633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91624383262165e-10,0,0,0,0,0,0.266222594718196,0,0,0,0,0,0,0,0.314123097323873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19449524479301e-09,0,0,0,0,0,0.00836089519588686,0,0,0,0,0,0,0,0.00726962208691142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37010518667441e-06,0,0,0,0,0,6.09129989049826,0,0,0,0,0,0,0,5.6037390826011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64609616258812e-09,0,0,0,0,0,4.76480015939869,0,0,0,0,0,0,0,4.53302369939525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.75,12787.2929747234,93001.166471304,3773.848008832,6261.239689848,217683.807825375,111136.438145898,715469.408944836,69213.25630492,3882.60477206,24934.90322421,276303.57379656,106087.405764312,6.512504394,495362.6325195,2168409.0613523,174730.519018728,29082.12875876,10995.7385193,216759.830332251,133803.777571898,307491.190648047,30546.725269855,16320.9826962,61220.776346388,72705.48134584,66504.562982088,45379.0024168,99443.208554512,12581.865976911,531903.479999466,35083.58761959,20363.873384744,1.89201771558262e-09,0,0,0,0,0,1.11072799584765,0,0,0,0,0,0,0,1.38657977179171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85264792293642e-10,0,0,0,0,0,0.255519478408554,0,0,0,0,0,0,0,0.304257928933487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51211208012569e-09,0,0,0,0,0,0.0067562789465174,0,0,0,0,0,0,0,0.0058744420905657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51058171635776e-06,0,0,0,0,0,6.1535903828595,0,0,0,0,0,0,0,5.67739552072259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73123695978934e-09,0,0,0,0,0,4.81478291921202,0,0,0,0,0,0,0,4.59541978912596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,12787.2929747234,93001.166471304,3773.848008832,6261.239689848,217683.807825375,111136.438145898,715469.398074351,69213.25630492,3882.60477206,24934.90322421,276303.57379656,106087.405764312,6.512504394,495362.6325195,2168409.03875712,174730.519018728,29082.12875876,10995.7385193,216759.830332251,133803.777571898,307491.190648047,30546.725269855,16320.9826962,61220.776346388,72705.48134584,66504.562982088,45379.0024168,99443.208554512,12581.865976911,531903.479999466,35083.58761959,20363.873384744,1.82891241771464e-09,0,0,0,0,0,1.07329998105658,0,0,0,0,0,0,0,1.34849277566856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77830990780445e-10,0,0,0,0,0,0.245509476812502,0,0,0,0,0,0,0,0.294901094011462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93715794760497e-09,0,0,0,0,0,0.00545961935100139,0,0,0,0,0,0,0,0.00474702391167555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65233797076526e-06,0,0,0,0,0,6.2131955431898,0,0,0,0,0,0,0,5.74856194873194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8135380185865e-09,0,0,0,0,0,4.86308141835974,0,0,0,0,0,0,0,4.65610196403113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.25,12787.2929747233,93001.166471304,3773.848008832,6261.239689848,217683.807825375,111136.438145898,715469.38765671,69213.25630492,3882.60477206,24934.90322421,276303.57379656,106087.405764312,6.512504394,495362.6325195,2168409.01690267,174730.519018728,29082.12875876,10995.7385193,216759.830332251,133803.777571898,307491.190648047,30546.725269855,16320.9826962,61220.776346388,72705.48134584,66504.562982088,45379.0024168,99443.208554512,12581.865976911,531903.479999466,35083.58761959,20363.873384744,1.76579867940436e-09,0,0,0,0,0,1.03705035684954,0,0,0,0,0,0,0,1.31133705817951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69528833417084e-10,0,0,0,0,0,0.236102418480974,0,0,0,0,0,0,0,0.285988898286939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45353167848813e-09,0,0,0,0,0,0.00441181361719729,0,0,0,0,0,0,0,0.0038359789186124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79533894876621e-06,0,0,0,0,0,6.27031767330627,0,0,0,0,0,0,0,5.81739535707033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89299895915969e-09,0,0,0,0,0,4.90974868441815,0,0,0,0,0,0,0,4.7151121316493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,12787.2929747233,93001.166471304,3773.848008832,6261.239689848,217683.807825375,111136.438145898,715469.377660272,69213.25630492,3882.60477206,24934.90322421,276303.57379656,106087.405764312,6.512504394,495362.6325195,2168408.99574611,174730.519018728,29082.12875876,10995.7385193,216759.830332251,133803.777571898,307491.190648047,30546.725269855,16320.9826962,61220.776346388,72705.48134584,66504.562982088,45379.0024168,99443.208554512,12581.865976911,531903.479999466,35083.58761959,20363.873384744,1.70310222897906e-09,0,0,0,0,0,1.00195865450855,0,0,0,0,0,0,0,1.27511350599498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60540148461529e-10,0,0,0,0,0,0.227224693279528,0,0,0,0,0,0,0,0.277469903884612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04735541685992e-09,0,0,0,0,0,0.00356510191306971,0,0,0,0,0,0,0,0.00309978094440332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93955022735854e-06,0,0,0,0,0,6.32513024965903,0,0,0,0,0,0,0,5.88403065721886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96963855946375e-09,0,0,0,0,0,4.95483682387121,0,0,0,0,0,0,0,4.77249223941916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.75,12787.2929747233,93001.166471304,3773.848008832,6261.239689848,217683.807825375,111136.438145898,715469.368057688,69213.25630492,3882.60477206,24934.90322421,276303.57379656,106087.405764312,6.512504394,495362.6325195,2168408.9752503,174730.519018728,29082.12875876,10995.7385193,216759.830332251,133803.777571898,307491.190648047,30546.725269855,16320.9826962,61220.776346388,72705.48134584,66504.562982088,45379.0024168,99443.208554512,12581.865976911,531903.479999466,35083.58761959,20363.873384744,1.6411653218996e-09,0,0,0,0,0,0.96800118587115,0,0,0,0,0,0,0,1.23981753484302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51024313492534e-10,0,0,0,0,0,0.218815956883519,0,0,0,0,0,0,0,0.269302378143838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70671428132785e-09,0,0,0,0,0,0.00288089043495169,0,0,0,0,0,0,0,0.00250487349048355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08493790525148e-06,0,0,0,0,0,6.37778325089278,0,0,0,0,0,0,0,5.9485848794833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04349099894923e-09,0,0,0,0,0,4.99839687723559,0,0,0,0,0,0,0,4.82828402848719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
